STATE, YEAR, CITY, Total Population,Population Density (Per Sq. Mile),Area (Land),Area Total,Area (Water),Male,Female,White Alone,Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some Other Race Alone,Two or More Races,Households,Family Households,Married-Couple Family,Other Family,Male Householder No Wife Present,Female Householder No Husband Present,Nonfamily Households,Male Householder,Female Householder,Renter-Occupied Housing Units,1-Person Household,2-Person Household,3-Person Household,4-Person Household,5-Person Household,6-Person Household,7-or-More Person Household,Population 25 Years and Over,Less than High School,High School Graduate (Includes Equivalency),Some College,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate Degree,Population 16 Years and Over,In Labor Force,In Armed Forces,Civilian,Employed,Unemployed,Not in Labor Force,Civilian Population in Labor Force 16 Years and Over,Total Employed Civilian Population 16 Years and Over,Agriculture Forestry Fishing and Hunting and Mining,Construction,Manufacturing,Wholesale Trade,Retail Trade,Transportation and Warehousing and Utilities,Information,Finance and Insurance and Real Estate and Rental  and Leasing,Professional Scientific and Management and    Administrative and Waste Management Services,Educational Services and Health Care and Social  Assistance,Arts Entertainment and Recreation and  Accommodation and Food Services,Other Services Except Public Administration,Public Administration,Average Household Income (In 2019 Inflation-Adjusted Dollars),Gini Index,Workers 16 Years and Over,Car Truck or Van,Drove Alone,Carpooled,Public Transportation (Includes Taxicab),Motorcycle,Bicycle,Walked,Other Means,Worked At Home
Virginia, 2013, Portsmouth city, 96205.0, 2858.76, 33.65, 46.73, 13.08, 47371.0, 48834.0, 39532.0, 50229.0, 282.0, 1312.0, 0.0, 1126.0, 3724.0, 36012.0, 23212.0, 12675.0, 10537.0, 2061.0, 8476.0, 12800.0, 6509.0, 6291.0, 16093.0, 5311.0, 4613.0, 2955.0, 1612.0, 1071.0, 128.0, 403.0, 63366.0, 9855.0, 19422.0, 20790.0, 8680.0, 3463.0, 587.0, 569.0, 75635.0, 48348.0, 2262.0, 46086.0, 41842.0, 4244.0, 27287.0, 46086.0, 41842.0, 227.0, 2376.0, 3387.0, 1374.0, 5400.0, 2096.0, 498.0, 1827.0, 3459.0, 11047.0, 4211.0, 1424.0, 4516.0, 54744.0, 0.43, null, null, null, null, null, null, null, null, null, null
Virginia, 2013, Richmond city, 214114.0, 3580.19, 59.81, 62.46, 2.66, 102030.0, 112084.0, 94420.0, 102491.0, 905.0, 4329.0, 64.0, 3146.0, 8759.0, 88110.0, 41735.0, 20218.0, 21517.0, 4618.0, 16899.0, 46375.0, 22502.0, 23873.0, 53391.0, 22735.0, 15393.0, 7942.0, 3863.0, 2282.0, 734.0, 442.0, 143471.0, 24807.0, 34127.0, 33221.0, 30555.0, 14397.0, 3751.0, 2613.0, 177763.0, 114334.0, 122.0, 114212.0, 101830.0, 12382.0, 63429.0, 114212.0, 101830.0, 412.0, 4710.0, 6587.0, 1345.0, 10604.0, 4225.0, 1674.0, 8307.0, 14238.0, 26483.0, 12685.0, 6306.0, 4254.0, 60862.0, 0.54, 98677.0, 78767.0, 67665.0, 11102.0, 5449.0, 555.0, 2488.0, 6108.0, 1442.0, 3868.0
Virginia, 2013, Roanoke city, 98465.0, 2313.47, 42.56, 42.9, 0.34, 47211.0, 51254.0, 64840.0, 26127.0, 378.0, 2042.0, 511.0, 269.0, 4298.0, 42759.0, 23721.0, 14926.0, 8795.0, 1894.0, 6901.0, 19038.0, 8950.0, 10088.0, 19947.0, 7922.0, 6145.0, 3313.0, 1821.0, 481.0, 0.0, 265.0, 67656.0, 12283.0, 21171.0, 18496.0, 9367.0, 4570.0, 1218.0, 551.0, 79077.0, 50579.0, 242.0, 50337.0, 46866.0, 3471.0, 28498.0, 50337.0, 46866.0, 141.0, 1905.0, 4432.0, 1295.0, 5369.0, 2212.0, 666.0, 2445.0, 4549.0, 12863.0, 7091.0, 2570.0, 1328.0, 52151.0, 0.47, null, null, null, null, null, null, null, null, null, null
Virginia, 2013, Suffolk city, 85728.0, 214.23, 400.17, 429.09, 28.92, 41098.0, 44630.0, 44893.0, 35914.0, 58.0, 612.0, 102.0, 271.0, 3878.0, 30989.0, 22495.0, 15387.0, 7108.0, 1269.0, 5839.0, 8494.0, 4086.0, 4408.0, 9472.0, 3056.0, 2747.0, 1775.0, 1066.0, 667.0, 112.0, 49.0, 56126.0, 6250.0, 15479.0, 18646.0, 9728.0, 4620.0, 887.0, 516.0, 66193.0, 45396.0, 1161.0, 44235.0, 39464.0, 4771.0, 20797.0, 44235.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 76740.0, 0.41, null, null, null, null, null, null, null, null, null, null
Virginia, 2013, Virginia Beach city, 448479.0, 1801.0, 249.02, 497.34, 248.32, 220447.0, 228032.0, 306569.0, 84836.0, 1415.0, 29786.0, 747.0, 4779.0, 20347.0, 165428.0, 113980.0, 82211.0, 31769.0, 7633.0, 24136.0, 51448.0, 24288.0, 27160.0, 61610.0, 17767.0, 17131.0, 12151.0, 8716.0, 3632.0, 1360.0, 853.0, 298083.0, 15589.0, 68478.0, 110436.0, 68131.0, 26367.0, 6261.0, 2821.0, 355591.0, 252711.0, 19227.0, 233484.0, 218881.0, 14603.0, 102880.0, 233484.0, 218881.0, 589.0, 12715.0, 13772.0, 3373.0, 24876.0, 7870.0, 5183.0, 16962.0, 26952.0, 49730.0, 25463.0, 11165.0, 20231.0, 83028.0, 0.43, 234837.0, 211136.0, 190921.0, 20215.0, 2052.0, 1280.0, 1410.0, 6007.0, 1828.0, 11124.0
Washington, 2013, Auburn city, 73882.0, 2494.26, 29.62, 29.89, 0.27, 35342.0, 38540.0, 51513.0, 3421.0, 1846.0, 7990.0, 2120.0, 862.0, 6130.0, 29139.0, 18373.0, 14071.0, 4302.0, 1289.0, 3013.0, 10766.0, 5546.0, 5220.0, 12718.0, 4570.0, 3896.0, 1835.0, 1006.0, 959.0, 93.0, 359.0, 49317.0, 4411.0, 15616.0, 18205.0, 7929.0, 2797.0, 143.0, 216.0, 57281.0, 37954.0, 162.0, 37792.0, 34833.0, 2959.0, 19327.0, 37792.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 72321.0, 0.45, 33827.0, 29995.0, 26145.0, 3850.0, 1990.0, 0.0, 84.0, 672.0, 422.0, 664.0
Washington, 2013, Bellevue city, 133990.0, 4191.42, 31.97, 36.47, 4.5, 68617.0, 65373.0, 78855.0, 3949.0, 344.0, 41754.0, 75.0, 2468.0, 6545.0, 52279.0, 35317.0, 30018.0, 5299.0, 802.0, 4497.0, 16962.0, 8482.0, 8480.0, 22421.0, 6374.0, 7801.0, 3886.0, 2542.0, 1147.0, 566.0, 105.0, 97466.0, 5233.0, 11560.0, 20299.0, 35141.0, 16983.0, 4332.0, 3918.0, 108335.0, 71110.0, 0.0, 71110.0, 66092.0, 5018.0, 37225.0, 71110.0, 66092.0, 43.0, 1843.0, 6305.0, 1890.0, 7342.0, 1400.0, 3160.0, 5818.0, 18498.0, 10632.0, 5909.0, 2363.0, 889.0, 120075.0, 0.47, 63786.0, 45436.0, 40105.0, 5331.0, 9369.0, 176.0, 330.0, 4270.0, 779.0, 3426.0
Washington, 2013, Bellingham city, 82635.0, 3051.58, 27.08, 28.9, 1.82, 40445.0, 42190.0, 69177.0, 988.0, 1446.0, 4947.0, 86.0, 1195.0, 4796.0, 34018.0, 16725.0, 11529.0, 5196.0, 1305.0, 3891.0, 17293.0, 8445.0, 8848.0, 18766.0, 7070.0, 6443.0, 2985.0, 1603.0, 360.0, 153.0, 152.0, 49558.0, 2902.0, 10218.0, 17355.0, 12085.0, 4822.0, 1237.0, 939.0, 70569.0, 45196.0, 57.0, 45139.0, 42019.0, 3120.0, 25373.0, 45139.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 54860.0, 0.47, null, null, null, null, null, null, null, null, null, null
Washington, 2013, Everett city, 105355.0, 3149.87, 33.45, 48.48, 15.03, 54768.0, 50587.0, 83349.0, 3876.0, 552.0, 8716.0, 2041.0, 1363.0, 5458.0, 41413.0, 22681.0, 15742.0, 6939.0, 2072.0, 4867.0, 18732.0, 10204.0, 8528.0, 22776.0, 9240.0, 6632.0, 3076.0, 1843.0, 1103.0, 882.0, 0.0, 70982.0, 7027.0, 18991.0, 27892.0, 13223.0, 3156.0, 644.0, 49.0, 84151.0, 56890.0, 1643.0, 55247.0, 49543.0, 5704.0, 27261.0, 55247.0, 49543.0, 344.0, 2983.0, 10091.0, 303.0, 5743.0, 1705.0, 1140.0, 2690.0, 5242.0, 9531.0, 5348.0, 2653.0, 1770.0, 60708.0, 0.46, 50840.0, 41664.0, 37650.0, 4014.0, 4064.0, 51.0, 227.0, 1202.0, 358.0, 3274.0
Washington, 2013, Federal Way city, 92717.0, 4165.1, 22.26, 22.46, 0.2, 45170.0, 47547.0, 58043.0, 8618.0, 981.0, 15545.0, 929.0, 2026.0, 6575.0, 32142.0, 22489.0, 15727.0, 6762.0, 1744.0, 5018.0, 9653.0, 4116.0, 5537.0, 13196.0, 3217.0, 3610.0, 2009.0, 1923.0, 1329.0, 783.0, 325.0, 59517.0, 6752.0, 17494.0, 22138.0, 8637.0, 3617.0, 503.0, 376.0, 72387.0, 46888.0, 121.0, 46767.0, 43446.0, 3321.0, 25499.0, 46767.0, 43446.0, 644.0, 3427.0, 5410.0, 2402.0, 5748.0, 2841.0, 708.0, 1888.0, 3799.0, 8430.0, 5077.0, 1609.0, 1463.0, 72492.0, 0.42, null, null, null, null, null, null, null, null, null, null
Washington, 2013, Kennewick city, 76760.0, 2850.03, 26.93, 28.36, 1.43, 36570.0, 40190.0, 54186.0, 1814.0, 582.0, 1619.0, 21.0, 14388.0, 4150.0, 27630.0, 19276.0, 13509.0, 5767.0, 1076.0, 4691.0, 8354.0, 4079.0, 4275.0, 10812.0, 3536.0, 2509.0, 1715.0, 1623.0, 732.0, 439.0, 258.0, 47814.0, 6599.0, 14941.0, 16209.0, 6800.0, 2438.0, 567.0, 260.0, 56897.0, 37793.0, 160.0, 37633.0, 34035.0, 3598.0, 19104.0, 37633.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 69097.0, 0.44, null, null, null, null, null, null, null, null, null, null
Washington, 2013, Kent city, 124410.0, 4346.17, 28.63, 29.18, 0.56, 62995.0, 61415.0, 74881.0, 12418.0, 951.0, 23208.0, 5129.0, 1212.0, 6611.0, 43876.0, 28136.0, 19215.0, 8921.0, 2847.0, 6074.0, 15740.0, 8768.0, 6972.0, 20733.0, 6708.0, 4391.0, 3178.0, 3688.0, 1477.0, 588.0, 703.0, 82895.0, 12470.0, 22052.0, 27760.0, 14435.0, 5208.0, 652.0, 318.0, 98323.0, 62543.0, 0.0, 62543.0, 56402.0, 6141.0, 35780.0, 62543.0, 56402.0, 103.0, 2850.0, 7911.0, 3022.0, 8223.0, 3757.0, 1926.0, 3063.0, 5423.0, 10584.0, 6475.0, 1476.0, 1589.0, 67937.0, 0.43, null, null, null, null, null, null, null, null, null, null
Washington, 2013, Kirkland city, 84434.0, 7827.38, 10.79, 11.12, 0.33, 40898.0, 43536.0, 65812.0, 439.0, 524.0, 11213.0, 0.0, 1612.0, 4834.0, 35441.0, 23181.0, 18096.0, 5085.0, 1757.0, 3328.0, 12260.0, 5252.0, 7008.0, 12329.0, 4423.0, 4180.0, 1755.0, 963.0, 606.0, 81.0, 321.0, 59709.0, 2267.0, 6386.0, 16168.0, 22278.0, 9213.0, 2030.0, 1367.0, 66949.0, 48908.0, 126.0, 48782.0, 45129.0, 3653.0, 18041.0, 48782.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 119783.0, 0.46, null, null, null, null, null, null, null, null, null, null
Washington, 2013, Pasco city, 70345.0, 2306.76, 30.5, 34.07, 3.58, 36473.0, 33872.0, 53100.0, 1417.0, 371.0, 1852.0, 0.0, 11087.0, 2518.0, 20288.0, 15344.0, 8968.0, 6376.0, 1917.0, 4459.0, 4944.0, 3294.0, 1650.0, 7009.0, 1596.0, 1147.0, 1411.0, 1391.0, 1214.0, 109.0, 141.0, 39221.0, 11770.0, 10486.0, 11656.0, 3419.0, 1224.0, 327.0, 339.0, 47355.0, 32034.0, 0.0, 32034.0, 29418.0, 2616.0, 15321.0, 32034.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 59484.0, 0.38, null, null, null, null, null, null, null, null, null, null
Washington, 2013, Renton city, 96987.0, 4195.06, 23.12, 23.54, 0.42, 48234.0, 48753.0, 57196.0, 8403.0, 1256.0, 19475.0, 227.0, 3771.0, 6659.0, 38197.0, 22852.0, 15593.0, 7259.0, 2217.0, 5042.0, 15345.0, 7225.0, 8120.0, 19740.0, 7441.0, 5170.0, 2200.0, 3527.0, 939.0, 363.0, 100.0, 66701.0, 6282.0, 14941.0, 20339.0, 17743.0, 5572.0, 1038.0, 786.0, 77361.0, 53230.0, 190.0, 53040.0, 49705.0, 3335.0, 24131.0, 53040.0, 49705.0, 444.0, 2610.0, 6641.0, 2281.0, 5631.0, 2684.0, 1152.0, 3204.0, 5050.0, 9609.0, 6305.0, 2502.0, 1592.0, 73625.0, 0.43, 49214.0, 43535.0, 37849.0, 5686.0, 3105.0, 134.0, 113.0, 639.0, 153.0, 1535.0
Washington, 2013, Seattle city, 652429.0, 7772.32, 83.94, 142.65, 58.71, 325929.0, 326500.0, 459360.0, 46431.0, 3177.0, 87331.0, 2904.0, 12868.0, 40358.0, 297920.0, 132846.0, 104043.0, 28803.0, 9647.0, 19156.0, 165074.0, 81238.0, 83836.0, 160180.0, 80065.0, 50741.0, 15168.0, 7439.0, 4089.0, 935.0, 1743.0, 478685.0, 30151.0, 53623.0, 108889.0, 171245.0, 73964.0, 24125.0, 16688.0, 562135.0, 408106.0, 1513.0, 406593.0, 382794.0, 23799.0, 154029.0, 406593.0, 382794.0, 1005.0, 12409.0, 27248.0, 9316.0, 44783.0, 11822.0, 16350.0, 22310.0, 76056.0, 88035.0, 40645.0, 19922.0, 12893.0, 96414.0, 0.49, 374237.0, 218976.0, 188863.0, 30113.0, 78914.0, 1501.0, 12983.0, 33956.0, 2780.0, 25127.0
Washington, 2013, Spokane city, 210722.0, 3556.68, 59.25, 60.02, 0.77, 104398.0, 106324.0, 183945.0, 6141.0, 2398.0, 6433.0, 963.0, 737.0, 10105.0, 86332.0, 45516.0, 31338.0, 14178.0, 3471.0, 10707.0, 40816.0, 18904.0, 21912.0, 39704.0, 18417.0, 10138.0, 4468.0, 4498.0, 1247.0, 547.0, 389.0, 140365.0, 14694.0, 38323.0, 48489.0, 23745.0, 10451.0, 2805.0, 1858.0, 169630.0, 99480.0, 264.0, 99216.0, 91141.0, 8075.0, 70150.0, 99216.0, 91141.0, 466.0, 4395.0, 6376.0, 2657.0, 11244.0, 3726.0, 1481.0, 6236.0, 10354.0, 25249.0, 10954.0, 4337.0, 3666.0, 55217.0, 0.48, null, null, null, null, null, null, null, null, null, null
Washington, 2013, Spokane Valley city, 91111.0, 2412.32, 37.77, 38.06, 0.29, 47103.0, 44008.0, 82801.0, 1184.0, 889.0, 1901.0, 544.0, 1110.0, 2682.0, 37107.0, 23353.0, 16602.0, 6751.0, 1927.0, 4824.0, 13754.0, 6742.0, 7012.0, 15051.0, 6782.0, 4214.0, 2108.0, 1119.0, 560.0, 268.0, 0.0, 65240.0, 5309.0, 19763.0, 27613.0, 9937.0, 2249.0, 228.0, 141.0, 73350.0, 45366.0, 278.0, 45088.0, 42088.0, 3000.0, 27984.0, 45088.0, 42088.0, 323.0, 2608.0, 4712.0, 1561.0, 6223.0, 2042.0, 447.0, 3562.0, 4855.0, 8544.0, 2988.0, 2431.0, 1792.0, 57478.0, 0.42, null, null, null, null, null, null, null, null, null, null
Washington, 2013, Tacoma city, 203451.0, 4091.86, 49.72, 62.34, 12.62, 99297.0, 104154.0, 139048.0, 16976.0, 1680.0, 18767.0, 4038.0, 7875.0, 15067.0, 81498.0, 46212.0, 31152.0, 15060.0, 4937.0, 10123.0, 35286.0, 15049.0, 20237.0, 40809.0, 17296.0, 11663.0, 5001.0, 3669.0, 1878.0, 679.0, 623.0, 138098.0, 18162.0, 35153.0, 48295.0, 23511.0, 9339.0, 2512.0, 1126.0, 165269.0, 102376.0, 1736.0, 100640.0, 91203.0, 9437.0, 62893.0, 100640.0, 91203.0, 572.0, 6541.0, 7567.0, 2817.0, 9797.0, 4867.0, 1834.0, 4172.0, 10591.0, 20832.0, 11290.0, 4765.0, 5558.0, 63737.0, 0.45, 91525.0, 80664.0, 70837.0, 9827.0, 3282.0, 425.0, 557.0, 3289.0, 606.0, 2702.0
Washington, 2013, Vancouver city, 167410.0, 3603.59, 46.46, 49.85, 3.4, 80972.0, 86438.0, 133065.0, 5745.0, 1124.0, 7969.0, 1548.0, 9366.0, 8593.0, 64090.0, 39121.0, 27372.0, 11749.0, 2635.0, 9114.0, 24969.0, 11617.0, 13352.0, 33106.0, 11601.0, 9790.0, 5360.0, 2991.0, 2258.0, 405.0, 701.0, 113492.0, 12406.0, 29623.0, 42171.0, 18965.0, 8080.0, 1320.0, 927.0, 131392.0, 81722.0, 78.0, 81644.0, 73942.0, 7702.0, 49670.0, 81644.0, 73942.0, 486.0, 4707.0, 8471.0, 1639.0, 8892.0, 5693.0, 1078.0, 5380.0, 8508.0, 13825.0, 8709.0, 4283.0, 2271.0, 62452.0, 0.43, 72400.0, 62583.0, 55783.0, 6800.0, 2262.0, 49.0, 250.0, 1684.0, 705.0, 4867.0
Washington, 2013, Yakima city, 93260.0, 3431.26, 27.18, 27.69, 0.51, 45253.0, 48007.0, 62853.0, 1361.0, 1612.0, 731.0, 130.0, 24860.0, 1713.0, 32560.0, 20346.0, 13740.0, 6606.0, 1627.0, 4979.0, 12214.0, 5020.0, 7194.0, 16179.0, 6088.0, 3941.0, 1421.0, 2387.0, 1574.0, 529.0, 239.0, 56046.0, 14056.0, 15618.0, 17101.0, 4912.0, 3046.0, 992.0, 321.0, 69691.0, 44088.0, 0.0, 44088.0, 39442.0, 4646.0, 25603.0, 44088.0, 39442.0, 4757.0, 1944.0, 1491.0, 3372.0, 4360.0, 3006.0, 250.0, 1484.0, 2529.0, 8063.0, 3323.0, 2731.0, 2132.0, 48369.0, 0.44, null, null, null, null, null, null, null, null, null, null
Wisconsin, 2013, Appleton city, 74124.0, 3047.09, 24.33, 24.82, 0.49, 36227.0, 37897.0, 62205.0, 1017.0, 697.0, 6390.0, 0.0, 2348.0, 1467.0, 29236.0, 17761.0, 12968.0, 4793.0, 1385.0, 3408.0, 11475.0, 5299.0, 6176.0, 10096.0, 4631.0, 3066.0, 881.0, 1033.0, 371.0, 71.0, 43.0, 48001.0, 4065.0, 12797.0, 15937.0, 10552.0, 3428.0, 785.0, 437.0, 57210.0, 40663.0, 74.0, 40589.0, 39371.0, 1218.0, 16547.0, 40589.0, 39371.0, 0.0, 2035.0, 7745.0, 1615.0, 4958.0, 1325.0, 628.0, 2235.0, 3960.0, 8765.0, 3616.0, 1397.0, 1092.0, 66395.0, 0.43, null, null, null, null, null, null, null, null, null, null
Wisconsin, 2013, Eau Claire city, 67155.0, 2095.78, 32.04, 34.15, 2.1, 32001.0, 35154.0, 61802.0, 466.0, 254.0, 2830.0, 0.0, 287.0, 1516.0, 26665.0, 13915.0, 11360.0, 2555.0, 707.0, 1848.0, 12750.0, 5209.0, 7541.0, 12420.0, 5265.0, 4027.0, 1655.0, 502.0, 788.0, 183.0, 0.0, 39524.0, 2157.0, 10700.0, 14905.0, 7847.0, 3248.0, 279.0, 388.0, 54718.0, 38710.0, 0.0, 38710.0, 36420.0, 2290.0, 16008.0, 38710.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 55105.0, 0.41, null, null, null, null, null, null, null, null, null, null
Wisconsin, 2013, Green Bay city, 104773.0, 2304.39, 45.47, 55.95, 10.48, 52817.0, 51956.0, 82682.0, 4288.0, 3498.0, 4354.0, 61.0, 4293.0, 5597.0, 42043.0, 25152.0, 17245.0, 7907.0, 2376.0, 5531.0, 16891.0, 9167.0, 7724.0, 18108.0, 7496.0, 5698.0, 2023.0, 1746.0, 746.0, 317.0, 82.0, 67663.0, 9591.0, 22513.0, 19558.0, 12418.0, 2322.0, 996.0, 265.0, 83349.0, 55750.0, 0.0, 55750.0, 50705.0, 5045.0, 27599.0, 55750.0, 50705.0, 1578.0, 1243.0, 9515.0, 1222.0, 6197.0, 2486.0, 643.0, 3774.0, 4950.0, 9455.0, 6026.0, 1802.0, 1814.0, 59379.0, 0.47, 49872.0, 43758.0, 38625.0, 5133.0, 1273.0, 88.0, 267.0, 2101.0, 767.0, 1618.0
Wisconsin, 2013, Kenosha city, 99887.0, 3708.96, 26.93, 27.03, 0.1, 49013.0, 50874.0, 82478.0, 10295.0, 554.0, 1199.0, 52.0, 2574.0, 2735.0, 38324.0, 23762.0, 15386.0, 8376.0, 1871.0, 6505.0, 14562.0, 6882.0, 7680.0, 17267.0, 7080.0, 4715.0, 2587.0, 1799.0, 631.0, 358.0, 97.0, 64357.0, 7428.0, 22545.0, 22172.0, 8228.0, 2892.0, 899.0, 193.0, 77624.0, 50794.0, 203.0, 50591.0, 44180.0, 6411.0, 26830.0, 50591.0, 44180.0, 438.0, 2312.0, 7839.0, 1249.0, 5455.0, 2336.0, 889.0, 1809.0, 4074.0, 10356.0, 3511.0, 2118.0, 1794.0, 55093.0, 0.45, null, null, null, null, null, null, null, null, null, null
Wisconsin, 2013, Madison city, 243337.0, 3168.91, 76.79, 94.03, 17.24, 120435.0, 122902.0, 194764.0, 17257.0, 782.0, 19169.0, 0.0, 4087.0, 7278.0, 107424.0, 48659.0, 36878.0, 11781.0, 2524.0, 9257.0, 58765.0, 28245.0, 30520.0, 56906.0, 26601.0, 17745.0, 5675.0, 3790.0, 1431.0, 1246.0, 418.0, 152056.0, 8655.0, 22364.0, 38731.0, 46104.0, 22898.0, 6145.0, 7159.0, 205617.0, 150267.0, 104.0, 150163.0, 142165.0, 7998.0, 55350.0, 150163.0, 142165.0, 884.0, 2327.0, 11435.0, 2710.0, 13518.0, 2218.0, 5131.0, 10488.0, 20044.0, 44481.0, 15488.0, 6092.0, 7349.0, 70599.0, 0.48, 138888.0, 97410.0, 87023.0, 10387.0, 13793.0, 397.0, 6707.0, 15087.0, 514.0, 4980.0
Wisconsin, 2013, Milwaukee city, 599168.0, 6233.4, 96.12, 96.8, 0.68, 288604.0, 310564.0, 287529.0, 233739.0, 3325.0, 21205.0, 58.0, 31011.0, 22301.0, 231386.0, 128615.0, 64110.0, 64505.0, 13703.0, 50802.0, 102771.0, 48194.0, 54577.0, 134190.0, 52079.0, 34284.0, 20806.0, 13752.0, 7160.0, 4143.0, 1966.0, 365916.0, 66603.0, 108674.0, 105836.0, 55417.0, 22176.0, 4392.0, 2818.0, 457661.0, 295321.0, 74.0, 295247.0, 261801.0, 33446.0, 162340.0, 295247.0, 261801.0, 753.0, 9372.0, 36974.0, 5612.0, 28846.0, 10866.0, 4888.0, 15826.0, 27790.0, 68767.0, 30306.0, 11865.0, 9936.0, 47964.0, 0.47, 256268.0, 208048.0, 182105.0, 25943.0, 22592.0, 83.0, 2910.0, 13915.0, 1398.0, 7322.0
Wisconsin, 2013, Oshkosh city, 66771.0, 2609.18, 25.59, 26.61, 1.02, 34431.0, 32340.0, 61457.0, 2015.0, 111.0, 1845.0, 0.0, 155.0, 1188.0, 26732.0, 13422.0, 9305.0, 4117.0, 1060.0, 3057.0, 13310.0, 5658.0, 7652.0, 12556.0, 5674.0, 4028.0, 1591.0, 762.0, 249.0, 100.0, 152.0, 42647.0, 5599.0, 15463.0, 10398.0, 8396.0, 1859.0, 383.0, 549.0, 55447.0, 34919.0, 331.0, 34588.0, 32771.0, 1817.0, 20528.0, 34588.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 51853.0, 0.44, null, null, null, null, null, null, null, null, null, null
Wisconsin, 2013, Racine city, 78204.0, 5051.47, 15.48, 18.68, 3.2, 37044.0, 41160.0, 49253.0, 17475.0, 717.0, 1062.0, 0.0, 6768.0, 2929.0, 28878.0, 17487.0, 10874.0, 6613.0, 1499.0, 5114.0, 11391.0, 5458.0, 5933.0, 11492.0, 4884.0, 2008.0, 1555.0, 1467.0, 1057.0, 521.0, 0.0, 50360.0, 10696.0, 15928.0, 14911.0, 6514.0, 1547.0, 248.0, 516.0, 60265.0, 38933.0, 46.0, 38887.0, 33195.0, 5692.0, 21332.0, 38887.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 55397.0, 0.47, null, null, null, null, null, null, null, null, null, null
Wisconsin, 2013, Waukesha city, 71026.0, 2863.03, 24.81, 25.06, 0.26, 35956.0, 35070.0, 62030.0, 1896.0, 40.0, 2420.0, 0.0, 3443.0, 1197.0, 28389.0, 17864.0, 13855.0, 4009.0, 1495.0, 2514.0, 10525.0, 4234.0, 6291.0, 11501.0, 4496.0, 3522.0, 2180.0, 732.0, 320.0, 251.0, 0.0, 46584.0, 3020.0, 11516.0, 15737.0, 11943.0, 3530.0, 451.0, 387.0, 55754.0, 41076.0, 0.0, 41076.0, 38655.0, 2421.0, 14678.0, 41076.0, 38655.0, 132.0, 1919.0, 8113.0, 1260.0, 3479.0, 1440.0, 723.0, 2561.0, 4306.0, 7884.0, 4147.0, 1480.0, 1211.0, 73795.0, 0.42, null, null, null, null, null, null, null, null, null, null
Alabama, 2012, Birmingham city, 212835.0, 1457.11, 146.07, 148.61, 2.54, 97165.0, 115670.0, 47736.0, 156390.0, 117.0, 2715.0, 132.0, 2948.0, 2797.0, 88192.0, 47133.0, 21769.0, 25364.0, 3149.0, 22215.0, 41059.0, 19272.0, 21787.0, 45889.0, 21348.0, 11079.0, 6072.0, 4262.0, 1802.0, 1098.0, 228.0, 141099.0, 19083.0, 40475.0, 47807.0, 21103.0, 8361.0, 2549.0, 1721.0, 170891.0, 100190.0, 68.0, 100122.0, 87059.0, 13063.0, 70701.0, 100122.0, 87059.0, 315.0, 4114.0, 5875.0, 2640.0, 9343.0, 5147.0, 2143.0, 6566.0, 7791.0, 23626.0, 9581.0, 5317.0, 4601.0, 43048.0, 0.5, null, null, null, null, null, null, null, null, null, null
Alabama, 2012, Dothan city, 68104.0, 761.79, 89.4, 89.72, 0.32, 32389.0, 35715.0, 42431.0, 23371.0, 50.0, 712.0, 0.0, 375.0, 1165.0, 25231.0, 16780.0, 11427.0, 5353.0, 748.0, 4605.0, 8451.0, 3381.0, 5070.0, 10195.0, 3737.0, 2804.0, 1829.0, 987.0, 696.0, 106.0, 36.0, 45197.0, 6694.0, 12938.0, 13308.0, 7771.0, 3153.0, 826.0, 507.0, 53251.0, 32101.0, 281.0, 31820.0, 28856.0, 2964.0, 21150.0, 31820.0, 28856.0, 164.0, 1561.0, 2032.0, 912.0, 4434.0, 2287.0, 526.0, 1147.0, 2265.0, 8187.0, 2448.0, 1211.0, 1682.0, 64223.0, 0.51, 28760.0, 27584.0, 25937.0, 1647.0, 127.0, 112.0, 24.0, 255.0, 321.0, 337.0
Alabama, 2012, Hoover city, 81627.0, 1730.8, 47.16, 48.21, 1.05, 39770.0, 41857.0, 60744.0, 12290.0, 0.0, 4563.0, 74.0, 2846.0, 1110.0, 31087.0, 20785.0, 17487.0, 3298.0, 664.0, 2634.0, 10302.0, 4190.0, 6112.0, 10743.0, 4477.0, 2663.0, 1939.0, 890.0, 720.0, 54.0, 0.0, 54663.0, 2578.0, 5094.0, 16583.0, 17771.0, 8429.0, 2598.0, 1610.0, 61598.0, 42329.0, 204.0, 42125.0, 40921.0, 1204.0, 19269.0, 42125.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 95990.0, 0.43, null, null, null, null, null, null, null, null, null, null
