STATE, YEAR, CITY, Total Population,Population Density (Per Sq. Mile),Area (Land),Area Total,Area (Water),Male,Female,White Alone,Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some Other Race Alone,Two or More Races,Households,Family Households,Married-Couple Family,Other Family,Male Householder No Wife Present,Female Householder No Husband Present,Nonfamily Households,Male Householder,Female Householder,Renter-Occupied Housing Units,1-Person Household,2-Person Household,3-Person Household,4-Person Household,5-Person Household,6-Person Household,7-or-More Person Household,Population 25 Years and Over,Less than High School,High School Graduate (Includes Equivalency),Some College,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate Degree,Population 16 Years and Over,In Labor Force,In Armed Forces,Civilian,Employed,Unemployed,Not in Labor Force,Civilian Population in Labor Force 16 Years and Over,Total Employed Civilian Population 16 Years and Over,Agriculture Forestry Fishing and Hunting and Mining,Construction,Manufacturing,Wholesale Trade,Retail Trade,Transportation and Warehousing and Utilities,Information,Finance and Insurance and Real Estate and Rental  and Leasing,Professional Scientific and Management and    Administrative and Waste Management Services,Educational Services and Health Care and Social  Assistance,Arts Entertainment and Recreation and  Accommodation and Food Services,Other Services Except Public Administration,Public Administration,Average Household Income (In 2019 Inflation-Adjusted Dollars),Gini Index,Workers 16 Years and Over,Car Truck or Van,Drove Alone,Carpooled,Public Transportation (Includes Taxicab),Motorcycle,Bicycle,Walked,Other Means,Worked At Home,aggravated-assault, arson, burglary, homicide, human-trafficing, larceny, motor-vehicle-theft, property-crime, rape, rape-legacy, robbery, violent-crime
California, 2015, Oakland city, 419278.0, 7515.86, 55.79, 78.0, 22.22, 203827.0, 215451.0, 154160.0, 104481.0, 3540.0, 64168.0, 1756.0, 65259.0, 25914.0, 161104.0, 90804.0, 57835.0, 32969.0, 10304.0, 22665.0, 70300.0, 34275.0, 36025.0, 98369.0, 34287.0, 28403.0, 16378.0, 9659.0, 5797.0, 2425.0, 1420.0, 298374.0, 61024.0, 46425.0, 71482.0, 66787.0, 34593.0, 11071.0, 6992.0, 342395.0, 234016.0, 0.0, 234016.0, 217581.0, 16435.0, 108379.0, 234016.0, 217581.0, 1571.0, 13355.0, 14612.0, 4923.0, 16311.0, 10660.0, 7582.0, 11712.0, 38559.0, 49099.0, 25824.0, 14804.0, 8569.0, 87107.0, 0.51, 210931.0, 131756.0, 109904.0, 21852.0, 48047.0, 956.0, 6180.0, 7252.0, 3208.0, 13532.0,2391, 179, 3333, 85, 0, 14846, 6389, 24568, 285, 0, 3290, 6051
California, 2015, Oceanside city, 175714.0, 4261.29, 41.23, 42.17, 0.94, 87482.0, 88232.0, 130609.0, 9381.0, 1108.0, 14946.0, 1658.0, 7783.0, 10229.0, 64200.0, 41893.0, 31277.0, 10616.0, 4229.0, 6387.0, 22307.0, 11441.0, 10866.0, 27476.0, 7895.0, 7805.0, 4543.0, 3640.0, 1909.0, 856.0, 828.0, 122453.0, 15971.0, 26287.0, 45412.0, 23297.0, 8202.0, 2222.0, 1062.0, 144195.0, 91138.0, 2291.0, 88847.0, 81977.0, 6870.0, 53057.0, 88847.0, 81977.0, 1854.0, 4665.0, 9778.0, 3787.0, 8656.0, 3127.0, 2156.0, 3116.0, 9074.0, 17268.0, 10468.0, 3883.0, 4145.0, 75993.0, 0.43, 82418.0, 72672.0, 65292.0, 7380.0, 2634.0, 145.0, 194.0, 427.0, 1883.0, 4463.0,409, 15, 589, 9, 0, 3541, 467, 4597, 68, 0, 216, 702
California, 2015, Ontario city, 171200.0, 3428.08, 49.94, 50.01, 0.07, 85059.0, 86141.0, 66111.0, 11077.0, 1005.0, 11853.0, 191.0, 69645.0, 11318.0, 48463.0, 36962.0, 23882.0, 13080.0, 3811.0, 9269.0, 11501.0, 5583.0, 5918.0, 24546.0, 5660.0, 4074.0, 3544.0, 4637.0, 3356.0, 2282.0, 993.0, 102597.0, 28637.0, 28333.0, 29646.0, 11824.0, 3155.0, 683.0, 319.0, 126640.0, 87927.0, 0.0, 87927.0, 81307.0, 6620.0, 38713.0, 87927.0, 81307.0, 504.0, 6343.0, 11580.0, 3924.0, 10329.0, 7872.0, 973.0, 3237.0, 8188.0, 14860.0, 6377.0, 3817.0, 3303.0, 65950.0, 0.39, 79572.0, 71602.0, 61985.0, 9617.0, 3212.0, 177.0, 419.0, 1407.0, 816.0, 1939.0,296, 32, 897, 3, 0, 3206, 1066, 5169, 31, 0, 217, 547
California, 2015, Orange city, 140995.0, 5685.94, 24.8, 25.24, 0.44, 67337.0, 73658.0, 97023.0, 2415.0, 351.0, 19383.0, 127.0, 17805.0, 3891.0, 42686.0, 30608.0, 23907.0, 6701.0, 1820.0, 4881.0, 12078.0, 4984.0, 7094.0, 18486.0, 4097.0, 5257.0, 3233.0, 3178.0, 1370.0, 708.0, 643.0, 93760.0, 13512.0, 16921.0, 29548.0, 23296.0, 7129.0, 1622.0, 1732.0, 114952.0, 74434.0, 0.0, 74434.0, 69224.0, 5210.0, 40518.0, 74434.0, 69224.0, 173.0, 5513.0, 7733.0, 1685.0, 7378.0, 2434.0, 1746.0, 6620.0, 8605.0, 15551.0, 7419.0, 2905.0, 1462.0, 103640.0, 0.43, 68336.0, 59961.0, 55631.0, 4330.0, 839.0, 119.0, 458.0, 2017.0, 357.0, 4585.0,92, 8, 525, 7, 0, 2016, 356, 2897, 11, 0, 62, 172
California, 2015, Oxnard city, 207252.0, 7706.21, 26.89, 39.21, 12.31, 101906.0, 105346.0, 159325.0, 5249.0, 4414.0, 15595.0, 1022.0, 15000.0, 6647.0, 50396.0, 40430.0, 25573.0, 14857.0, 4036.0, 10821.0, 9966.0, 4566.0, 5400.0, 24935.0, 3512.0, 4944.0, 3995.0, 4267.0, 3055.0, 2174.0, 2988.0, 124686.0, 42726.0, 26561.0, 34544.0, 14521.0, 4237.0, 938.0, 1159.0, 153468.0, 102568.0, 238.0, 102330.0, 94587.0, 7743.0, 50900.0, 102330.0, 94587.0, 13359.0, 5769.0, 12216.0, 2762.0, 9922.0, 3635.0, 1508.0, 4707.0, 7473.0, 16382.0, 8788.0, 5182.0, 2884.0, 75137.0, 0.4, 91800.0, 85646.0, 70135.0, 15511.0, 713.0, 172.0, 321.0, 1599.0, 284.0, 3065.0,502, 24, 1103, 12, 0, 4758, 835, 6696, 21, 0, 385, 920
California, 2015, Palmdale city, 158350.0, 1494.41, 105.96, 106.22, 0.25, 76361.0, 81989.0, 68892.0, 23906.0, 1670.0, 9034.0, 598.0, 46899.0, 7351.0, 44629.0, 35496.0, 23664.0, 11832.0, 2877.0, 8955.0, 9133.0, 3701.0, 5432.0, 15365.0, 3626.0, 2885.0, 2686.0, 2980.0, 1505.0, 735.0, 948.0, 95674.0, 22524.0, 26512.0, 33908.0, 9178.0, 2213.0, 884.0, 455.0, 116380.0, 67556.0, 56.0, 67500.0, 59441.0, 8059.0, 48824.0, 67500.0, 59441.0, 904.0, 4883.0, 6674.0, 1532.0, 7861.0, 2658.0, 1477.0, 2365.0, 4835.0, 14069.0, 5990.0, 3481.0, 2712.0, 65571.0, 0.44, 57879.0, 53178.0, 44373.0, 8805.0, 1455.0, 51.0, 77.0, 1008.0, 303.0, 1807.0,528, 22, 803, 7, 0, 1730, 455, 2988, 44, 0, 251, 830
California, 2015, Palo Alto city, 66848.0, 2798.9, 23.88, 25.79, 1.9, 31451.0, 35397.0, 40346.0, 818.0, 36.0, 21074.0, 0.0, 1008.0, 3566.0, 26030.0, 17294.0, 14086.0, 3208.0, 859.0, 2349.0, 8736.0, 3085.0, 5651.0, 11974.0, 4354.0, 3045.0, 2517.0, 1380.0, 600.0, 78.0, 0.0, 46870.0, 1668.0, 1479.0, 6276.0, 13172.0, 14491.0, 3884.0, 5900.0, 53183.0, 32315.0, 0.0, 32315.0, 31462.0, 853.0, 20868.0, 32315.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 206627.0, 0.52, null, null, null, null, null, null, null, null, null, null,27, 6, 213, 2, 0, 1405, 86, 1704, 13, 0, 26, 68
California, 2015, Pasadena city, 142246.0, 6192.62, 22.97, 23.13, 0.16, 67712.0, 74534.0, 72764.0, 14121.0, 395.0, 21205.0, 148.0, 28792.0, 4821.0, 52636.0, 31493.0, 22397.0, 9096.0, 3048.0, 6048.0, 21143.0, 9256.0, 11887.0, 29773.0, 10421.0, 9661.0, 3976.0, 2536.0, 2183.0, 656.0, 340.0, 102463.0, 13541.0, 13869.0, 24305.0, 26939.0, 13719.0, 4904.0, 5186.0, 116332.0, 79424.0, 0.0, 79424.0, 74751.0, 4673.0, 36908.0, 79424.0, 74751.0, 41.0, 3676.0, 3855.0, 1071.0, 6418.0, 2745.0, 3090.0, 5248.0, 13033.0, 20615.0, 8203.0, 4439.0, 2317.0, 112675.0, 0.51, 73977.0, 56074.0, 51330.0, 4744.0, 6394.0, 180.0, 1593.0, 3640.0, 1461.0, 4635.0,5, 2, 141, 0, 0, 536, 31, 708, 3, 0, 22, 30
California, 2015, Perris city, 74959.0, 2387.76, 31.39, 31.5, 0.11, 41623.0, 33336.0, 22487.0, 8390.0, 406.0, 2799.0, 0.0, 39371.0, 1506.0, 15614.0, 13715.0, 8766.0, 4949.0, 1549.0, 3400.0, 1899.0, 1062.0, 837.0, 6306.0, 958.0, 120.0, 722.0, 1245.0, 1708.0, 294.0, 1259.0, 39425.0, 14704.0, 10989.0, 11014.0, 2199.0, 519.0, 0.0, 0.0, 51821.0, 32939.0, 0.0, 32939.0, 29505.0, 3434.0, 18882.0, 32939.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 64387.0, 0.37, null, null, null, null, null, null, null, null, null, null,98, 2, 323, 3, 0, 1025, 485, 1833, 1, 0, 76, 178
California, 2015, Pittsburg city, 69427.0, 4032.18, 17.22, 19.15, 1.94, 33309.0, 36118.0, 20444.0, 13169.0, 386.0, 11579.0, 694.0, 16847.0, 6308.0, 21934.0, 16101.0, 10009.0, 6092.0, 1778.0, 4314.0, 5833.0, 2406.0, 3427.0, 10192.0, 2078.0, 2883.0, 2274.0, 620.0, 1446.0, 384.0, 507.0, 44654.0, 9305.0, 10643.0, 15782.0, 6220.0, 2268.0, 436.0, 0.0, 54123.0, 35417.0, 125.0, 35292.0, 31709.0, 3583.0, 18706.0, 35292.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 77557.0, 0.45, 30958.0, 26261.0, 20821.0, 5440.0, 3144.0, 0.0, 0.0, 519.0, 97.0, 937.0,70, 12, 461, 5, 0, 1152, 803, 2416, 23, 0, 127, 225
California, 2015, Pleasanton city, 79519.0, 3297.8, 24.11, 24.27, 0.15, 36662.0, 42857.0, 46094.0, 1347.0, 232.0, 24950.0, 890.0, 1815.0, 4191.0, 27610.0, 21512.0, 18481.0, 3031.0, 745.0, 2286.0, 6098.0, 2182.0, 3916.0, 8570.0, 2063.0, 2442.0, 1056.0, 2468.0, 377.0, 0.0, 164.0, 53012.0, 2995.0, 5852.0, 11348.0, 18233.0, 10328.0, 1873.0, 2383.0, 60985.0, 40277.0, 0.0, 40277.0, 38741.0, 1536.0, 20708.0, 40277.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 157526.0, 0.41, 37646.0, 29840.0, 25930.0, 3910.0, 3546.0, 147.0, 452.0, 1115.0, 192.0, 2354.0,33, 5, 232, 0, 0, 1253, 159, 1644, 13, 0, 40, 86
California, 2015, Rancho Cucamonga city, 175232.0, 4397.23, 39.85, 39.87, 0.02, 88127.0, 87105.0, 105040.0, 21610.0, 1060.0, 21614.0, 2321.0, 15423.0, 8164.0, 54106.0, 41741.0, 29593.0, 12148.0, 4416.0, 7732.0, 12365.0, 5597.0, 6768.0, 23115.0, 5201.0, 5823.0, 3658.0, 4806.0, 2596.0, 714.0, 317.0, 110449.0, 8085.0, 23896.0, 43777.0, 21542.0, 10150.0, 1890.0, 1109.0, 135990.0, 90503.0, 146.0, 90357.0, 84289.0, 6068.0, 45487.0, 90357.0, 84289.0, 367.0, 4031.0, 7722.0, 2840.0, 8998.0, 6587.0, 1844.0, 5785.0, 8270.0, 22161.0, 6939.0, 3123.0, 5622.0, 92223.0, 0.4, 81803.0, 75765.0, 68278.0, 7487.0, 1550.0, 184.0, 141.0, 48.0, 623.0, 3492.0,128, 6, 930, 3, 0, 2569, 437, 3936, 36, 0, 97, 264
California, 2015, Redding city, 91579.0, 1535.35, 59.65, 61.17, 1.53, 42530.0, 49049.0, 77152.0, 1536.0, 2691.0, 4608.0, 0.0, 1445.0, 4147.0, 36937.0, 22351.0, 15278.0, 7073.0, 2475.0, 4598.0, 14586.0, 5967.0, 8619.0, 17664.0, 6067.0, 5007.0, 3026.0, 2211.0, 685.0, 519.0, 149.0, 62932.0, 4663.0, 13397.0, 27202.0, 11705.0, 3676.0, 1723.0, 566.0, 74844.0, 42153.0, 0.0, 42153.0, 39968.0, 2185.0, 32691.0, 42153.0, 39968.0, 627.0, 2555.0, 1495.0, 707.0, 5469.0, 1227.0, 1500.0, 2388.0, 2786.0, 11150.0, 3944.0, 3376.0, 2744.0, 61418.0, 0.46, null, null, null, null, null, null, null, null, null, null,417, 11, 769, 2, 0, 2888, 512, 4169, 50, 0, 145, 614
California, 2015, Redlands city, 71028.0, 1966.14, 36.13, 36.43, 0.3, 33993.0, 37035.0, 51625.0, 5686.0, 480.0, 5231.0, 294.0, 3718.0, 3994.0, 24203.0, 16856.0, 11624.0, 5232.0, 1226.0, 4006.0, 7347.0, 3265.0, 4082.0, 10354.0, 2649.0, 2868.0, 2220.0, 2066.0, 378.0, 51.0, 122.0, 46634.0, 4838.0, 9046.0, 15367.0, 9509.0, 5154.0, 1233.0, 1487.0, 56380.0, 32829.0, 0.0, 32829.0, 30340.0, 2489.0, 23551.0, 32829.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 96780.0, 0.5, null, null, null, null, null, null, null, null, null, null,102, 14, 514, 2, 0, 2264, 433, 3211, 34, 0, 74, 212
California, 2015, Redondo Beach city, 68185.0, 11000.54, 6.2, 6.21, 0.01, 34855.0, 33330.0, 48727.0, 1327.0, 444.0, 8846.0, 112.0, 3195.0, 5534.0, 29119.0, 17257.0, 13681.0, 3576.0, 993.0, 2583.0, 11862.0, 7392.0, 4470.0, 14647.0, 5265.0, 5532.0, 2023.0, 1229.0, 372.0, 148.0, 78.0, 52565.0, 1745.0, 5348.0, 13730.0, 19568.0, 9382.0, 2124.0, 668.0, 56565.0, 42127.0, 0.0, 42127.0, 39796.0, 2331.0, 14438.0, 42127.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 128058.0, 0.4, null, null, null, null, null, null, null, null, null, null,94, 0, 348, 2, 0, 1244, 165, 1757, 19, 0, 70, 185
California, 2015, Redwood City city, 85300.0, 4392.45, 19.42, 34.62, 15.2, 42676.0, 42624.0, 48497.0, 1507.0, 170.0, 12627.0, 1101.0, 18150.0, 3248.0, 31716.0, 20738.0, 15947.0, 4791.0, 1890.0, 2901.0, 10978.0, 4861.0, 6117.0, 14702.0, 4426.0, 4585.0, 2287.0, 1619.0, 690.0, 909.0, 186.0, 60009.0, 9513.0, 9747.0, 12903.0, 14677.0, 7425.0, 2916.0, 2828.0, 68194.0, 45997.0, 0.0, 45997.0, 44168.0, 1829.0, 22197.0, 45997.0, 44168.0, 364.0, 2933.0, 4324.0, 1332.0, 4824.0, 1623.0, 2028.0, 2011.0, 9068.0, 8345.0, 3511.0, 2392.0, 1413.0, 137402.0, 0.48, 43400.0, 35970.0, 32452.0, 3518.0, 2497.0, 41.0, 876.0, 1418.0, 368.0, 2230.0,73, 10, 362, 1, 0, 1274, 206, 1842, 28, 0, 88, 190
California, 2015, Rialto city, 103137.0, 4614.4, 22.35, 22.37, 0.01, 49902.0, 53235.0, 73103.0, 10423.0, 693.0, 3291.0, 0.0, 13045.0, 2582.0, 26750.0, 22301.0, 15502.0, 6799.0, 2021.0, 4778.0, 4449.0, 1782.0, 2667.0, 10349.0, 2145.0, 1389.0, 1813.0, 2374.0, 1157.0, 792.0, 679.0, 63642.0, 21622.0, 19712.0, 16335.0, 4604.0, 1099.0, 218.0, 52.0, 79659.0, 49895.0, 0.0, 49895.0, 43778.0, 6117.0, 29764.0, 49895.0, 43778.0, 374.0, 3153.0, 4129.0, 1643.0, 6931.0, 5532.0, 720.0, 1174.0, 3813.0, 7688.0, 3882.0, 2760.0, 1979.0, 61452.0, 0.38, 41783.0, 39396.0, 34582.0, 4814.0, 958.0, 43.0, 61.0, 368.0, 213.0, 744.0,233, 11, 684, 3, 0, 813, 721, 2218, 34, 0, 153, 423
California, 2015, Richmond city, 109715.0, 3648.92, 30.07, 52.48, 22.41, 52615.0, 57100.0, 32339.0, 24231.0, 236.0, 18218.0, 257.0, 28381.0, 6053.0, 37778.0, 24671.0, 14435.0, 10236.0, 2174.0, 8062.0, 13107.0, 6472.0, 6635.0, 20460.0, 6069.0, 5065.0, 2740.0, 3728.0, 1937.0, 481.0, 440.0, 75709.0, 14872.0, 17650.0, 23536.0, 12616.0, 4867.0, 1240.0, 928.0, 87943.0, 57309.0, 95.0, 57214.0, 52715.0, 4499.0, 30634.0, 57214.0, 52715.0, 553.0, 5917.0, 2644.0, 1573.0, 5638.0, 4389.0, 1130.0, 2448.0, 6590.0, 10430.0, 5709.0, 4080.0, 1614.0, 77995.0, 0.46, 51476.0, 40130.0, 30240.0, 9890.0, 7701.0, 166.0, 377.0, 1265.0, 429.0, 1408.0,422, 25, 740, 19, 0, 2010, 1151, 3901, 57, 0, 408, 906
California, 2015, Riverside city, 322423.0, 3973.65, 81.14, 81.44, 0.3, 160613.0, 161810.0, 209493.0, 19928.0, 2582.0, 20371.0, 1804.0, 49137.0, 19108.0, 92408.0, 66514.0, 45780.0, 20734.0, 6661.0, 14073.0, 25894.0, 13232.0, 12662.0, 42307.0, 12013.0, 10585.0, 6972.0, 5681.0, 3172.0, 2271.0, 1613.0, 198255.0, 40838.0, 50255.0, 63101.0, 26714.0, 12230.0, 2269.0, 2848.0, 253708.0, 160427.0, 109.0, 160318.0, 147424.0, 12894.0, 93281.0, 160318.0, 147424.0, 1180.0, 14398.0, 14178.0, 3009.0, 19268.0, 8362.0, 1742.0, 7520.0, 13517.0, 34496.0, 14369.0, 8008.0, 7377.0, 76920.0, 0.43, 144968.0, 127023.0, 107883.0, 19140.0, 3854.0, 352.0, 1363.0, 4792.0, 945.0, 6639.0,774, 71, 1633, 10, 0, 7144, 1754, 10531, 137, 0, 520, 1441
California, 2015, Roseville city, 130282.0, 3596.8, 36.22, 36.22, 0.0, 62591.0, 67691.0, 97065.0, 3012.0, 622.0, 14306.0, 573.0, 6876.0, 7828.0, 47520.0, 32013.0, 23987.0, 8026.0, 2902.0, 5124.0, 15507.0, 5347.0, 10160.0, 16960.0, 5610.0, 4819.0, 3201.0, 2184.0, 550.0, 498.0, 98.0, 88068.0, 6599.0, 15495.0, 33205.0, 22970.0, 6482.0, 1993.0, 1324.0, 103982.0, 64755.0, 245.0, 64510.0, 60877.0, 3633.0, 39227.0, 64510.0, 60877.0, 472.0, 3920.0, 2685.0, 1702.0, 8249.0, 3165.0, 1114.0, 4848.0, 7202.0, 15425.0, 5880.0, 1709.0, 4506.0, 93723.0, 0.42, 60021.0, 53293.0, 48621.0, 4672.0, 782.0, 195.0, 608.0, 929.0, 477.0, 3737.0,132, 10, 521, 0, 0, 2469, 305, 3295, 23, 0, 84, 239
California, 2015, Sacramento city, 490715.0, 5011.62, 97.92, 100.11, 2.19, 237724.0, 252991.0, 243803.0, 64416.0, 3663.0, 89843.0, 5427.0, 49236.0, 34327.0, 177131.0, 106571.0, 66223.0, 40348.0, 13535.0, 26813.0, 70560.0, 31611.0, 38949.0, 96106.0, 34312.0, 25764.0, 14392.0, 9677.0, 5847.0, 2654.0, 3460.0, 323209.0, 53770.0, 70635.0, 100941.0, 64091.0, 22259.0, 8068.0, 3445.0, 382536.0, 237531.0, 547.0, 236984.0, 217467.0, 19517.0, 145005.0, 236984.0, 217467.0, 1602.0, 14314.0, 10404.0, 5767.0, 24029.0, 9911.0, 3287.0, 14799.0, 26561.0, 51373.0, 21870.0, 9609.0, 23941.0, 69733.0, 0.47, 211877.0, 180416.0, 161518.0, 18898.0, 7482.0, 623.0, 4097.0, 5967.0, 2704.0, 10588.0,198, 6, 256, 2, 0, 1030, 171, 1457, 21, 0, 90, 311
California, 2015, Salinas city, 157386.0, 6790.09, 23.18, 23.22, 0.04, 77765.0, 79621.0, 91528.0, 1387.0, 1736.0, 8974.0, 124.0, 48429.0, 5208.0, 41925.0, 32617.0, 19991.0, 12626.0, 3964.0, 8662.0, 9308.0, 4494.0, 4814.0, 24391.0, 4591.0, 4120.0, 3865.0, 4226.0, 4176.0, 1553.0, 1860.0, 92015.0, 40072.0, 17753.0, 22117.0, 8883.0, 2161.0, 448.0, 581.0, 112436.0, 72178.0, 193.0, 71985.0, 67316.0, 4669.0, 40258.0, 71985.0, 67316.0, 17639.0, 3961.0, 2560.0, 2672.0, 6411.0, 2111.0, 377.0, 1357.0, 4330.0, 12612.0, 7034.0, 3585.0, 2667.0, 65460.0, 0.42, null, null, null, null, null, null, null, null, null, null,613, 19, 679, 40, 0, 1534, 1932, 4145, 76, 0, 369, 1098
California, 2015, San Bernardino city, 216137.0, 3650.9, 59.2, 59.65, 0.44, 108671.0, 107466.0, 115593.0, 30844.0, 1902.0, 11001.0, 1173.0, 45804.0, 9820.0, 57585.0, 42169.0, 21933.0, 20236.0, 5511.0, 14725.0, 15416.0, 7651.0, 7765.0, 31627.0, 7103.0, 6688.0, 4982.0, 4818.0, 3699.0, 2316.0, 2021.0, 121274.0, 38069.0, 34381.0, 34012.0, 9771.0, 3678.0, 883.0, 480.0, 156963.0, 89888.0, 0.0, 89888.0, 80261.0, 9627.0, 67075.0, 89888.0, 80261.0, 322.0, 6254.0, 7474.0, 2905.0, 10495.0, 8005.0, 488.0, 4028.0, 7772.0, 15799.0, 7390.0, 5613.0, 3716.0, 47865.0, 0.44, 78044.0, 71829.0, 59776.0, 12053.0, 1398.0, 0.0, 466.0, 1494.0, 109.0, 2748.0,1587, 65, 3164, 44, 0, 4210, 3016, 10390, 98, 0, 968, 2697
California, 2015, San Clemente city, 65532.0, 3502.33, 18.71, 19.47, 0.76, 34076.0, 31456.0, 56224.0, 71.0, 0.0, 2388.0, 0.0, 3759.0, 3090.0, 24662.0, 17973.0, 15760.0, 2213.0, 948.0, 1265.0, 6689.0, 3675.0, 3014.0, 8267.0, 2928.0, 1919.0, 1678.0, 1059.0, 220.0, 153.0, 310.0, 47216.0, 2587.0, 5260.0, 14791.0, 16572.0, 5276.0, 1771.0, 959.0, 54914.0, 36216.0, 1474.0, 34742.0, 33298.0, 1444.0, 18698.0, 34742.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 134992.0, 0.48, null, null, null, null, null, null, null, null, null, null,43, 7, 163, 1, 0, 534, 74, 771, 19, 0, 16, 79
California, 2015, San Diego city, 1394907.0, 4289.54, 325.19, 372.4, 47.21, 693826.0, 701081.0, 890706.0, 94235.0, 3780.0, 225120.0, 6495.0, 103920.0, 70651.0, 497663.0, 294386.0, 219996.0, 74390.0, 21065.0, 53325.0, 203277.0, 101575.0, 101702.0, 272039.0, 86897.0, 81849.0, 39622.0, 34456.0, 17112.0, 7351.0, 4752.0, 945996.0, 121635.0, 149407.0, 255788.0, 244058.0, 109948.0, 35398.0, 29762.0, 1141329.0, 768434.0, 26489.0, 741945.0, 690453.0, 51492.0, 372895.0, 741945.0, 690453.0, 3145.0, 26218.0, 60522.0, 17460.0, 62843.0, 24289.0, 18321.0, 43562.0, 115581.0, 155353.0, 90171.0, 38654.0, 34334.0, 92192.0, 0.47, 700865.0, 581504.0, 526540.0, 54964.0, 31417.0, 4631.0, 5075.0, 21858.0, 6135.0, 50245.0,3601, 174, 5129, 37, 0, 18933, 5096, 29158, 566, 0, 1378, 5582
California, 2015, San Francisco city, 864816.0, 18450.28, 46.87, 231.89, 185.02, 439752.0, 425064.0, 409361.0, 44843.0, 2945.0, 301034.0, 3769.0, 64455.0, 38409.0, 356916.0, 164201.0, 124277.0, 39924.0, 12947.0, 26977.0, 192715.0, 101006.0, 91709.0, 229112.0, 99907.0, 76692.0, 26070.0, 15699.0, 6902.0, 2295.0, 1547.0, 683821.0, 84780.0, 87434.0, 134438.0, 227064.0, 98781.0, 31959.0, 19365.0, 760939.0, 533829.0, 274.0, 533555.0, 506320.0, 27235.0, 227110.0, 533555.0, 506320.0, 1727.0, 16573.0, 27967.0, 8187.0, 50631.0, 19160.0, 32749.0, 46160.0, 115217.0, 89027.0, 58735.0, 22801.0, 17386.0, 134152.0, 0.52, 497133.0, 207786.0, 175284.0, 32502.0, 176901.0, 3894.0, 21427.0, 51627.0, 4881.0, 30617.0,84, 13, 314, 1, 0, 916, 191, 1421, 28, 0, 44, 157
California, 2015, San Jose city, 1026919.0, 5817.37, 176.53, 179.97, 3.44, 518317.0, 508602.0, 401920.0, 31414.0, 5454.0, 358104.0, 3153.0, 176222.0, 50652.0, 323133.0, 237820.0, 179743.0, 58077.0, 20375.0, 37702.0, 85313.0, 40999.0, 44314.0, 140114.0, 32071.0, 38788.0, 23611.0, 24065.0, 10506.0, 5942.0, 5131.0, 697313.0, 115901.0, 121953.0, 175536.0, 167117.0, 88402.0, 13640.0, 14764.0, 815706.0, 549244.0, 254.0, 548990.0, 515360.0, 33630.0, 266462.0, 548990.0, 515360.0, 1689.0, 32609.0, 92486.0, 9376.0, 49702.0, 17248.0, 17412.0, 23052.0, 89844.0, 93174.0, 51683.0, 22682.0, 14403.0, 118547.0, 0.45, 494087.0, 433413.0, 378252.0, 55161.0, 20697.0, 1423.0, 4865.0, 10485.0, 2827.0, 20377.0,1855, 93, 4896, 30, 0, 13138, 7001, 25035, 375, 0, 1140, 3400
California, 2015, San Leandro city, 90711.0, 6798.62, 13.34, 15.66, 2.32, 43032.0, 47679.0, 35537.0, 9004.0, 533.0, 32026.0, 354.0, 7631.0, 5626.0, 32325.0, 20927.0, 13809.0, 7118.0, 2248.0, 4870.0, 11398.0, 4924.0, 6474.0, 15161.0, 5640.0, 3987.0, 2220.0, 1208.0, 1194.0, 704.0, 208.0, 65634.0, 12084.0, 15122.0, 19046.0, 14084.0, 3650.0, 800.0, 848.0, 75506.0, 50617.0, 93.0, 50524.0, 47739.0, 2785.0, 24889.0, 50524.0, 47739.0, 46.0, 3320.0, 3490.0, 2100.0, 5811.0, 4106.0, 1369.0, 2329.0, 4742.0, 10068.0, 5627.0, 2500.0, 2231.0, 82855.0, 0.46, 46452.0, 36471.0, 31134.0, 5337.0, 6570.0, 224.0, 269.0, 1006.0, 681.0, 1231.0,168, 11, 501, 1, 0, 2028, 903, 3432, 23, 0, 220, 412
California, 2015, San Marcos city, 92934.0, 3813.53, 24.37, 24.39, 0.02, 45246.0, 47688.0, 69040.0, 3983.0, 211.0, 9666.0, 811.0, 5174.0, 4049.0, 29407.0, 21377.0, 15643.0, 5734.0, 1533.0, 4201.0, 8030.0, 4058.0, 3972.0, 11729.0, 2662.0, 3145.0, 2019.0, 1410.0, 1800.0, 494.0, 199.0, 58107.0, 8523.0, 11719.0, 18556.0, 12291.0, 5847.0, 690.0, 481.0, 71298.0, 46612.0, 548.0, 46064.0, 44447.0, 1617.0, 24686.0, 46064.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 93533.0, 0.46, null, null, null, null, null, null, null, null, null, null,117, 2, 277, 3, 0, 996, 243, 1516, 17, 0, 34, 171
