STATE, YEAR, CITY, Total Population,Population Density (Per Sq. Mile),Area (Land),Area Total,Area (Water),Male,Female,White Alone,Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some Other Race Alone,Two or More Races,Households,Family Households,Married-Couple Family,Other Family,Male Householder No Wife Present,Female Householder No Husband Present,Nonfamily Households,Male Householder,Female Householder,Renter-Occupied Housing Units,1-Person Household,2-Person Household,3-Person Household,4-Person Household,5-Person Household,6-Person Household,7-or-More Person Household,Population 25 Years and Over,Less than High School,High School Graduate (Includes Equivalency),Some College,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate Degree,Population 16 Years and Over,In Labor Force,In Armed Forces,Civilian,Employed,Unemployed,Not in Labor Force,Civilian Population in Labor Force 16 Years and Over,Total Employed Civilian Population 16 Years and Over,Agriculture Forestry Fishing and Hunting and Mining,Construction,Manufacturing,Wholesale Trade,Retail Trade,Transportation and Warehousing and Utilities,Information,Finance and Insurance and Real Estate and Rental  and Leasing,Professional Scientific and Management and    Administrative and Waste Management Services,Educational Services and Health Care and Social  Assistance,Arts Entertainment and Recreation and  Accommodation and Food Services,Other Services Except Public Administration,Public Administration,Average Household Income (In 2019 Inflation-Adjusted Dollars),Gini Index,Workers 16 Years and Over,Car Truck or Van,Drove Alone,Carpooled,Public Transportation (Includes Taxicab),Motorcycle,Bicycle,Walked,Other Means,Worked At Home,aggravated-assault, arson, burglary, homicide, human-trafficing, larceny, motor-vehicle-theft, property-crime, rape, rape-legacy, robbery, violent-crime
California, 2019, San Mateo city, 104438.0, 8579.53, 12.17, 15.88, 3.71, 51517.0, 52921.0, 52046.0, 1747.0, 30.0, 26790.0, 1620.0, 13429.0, 8776.0, 39564.0, 23930.0, 19099.0, 4831.0, 1703.0, 3128.0, 15634.0, 7004.0, 8630.0, 19810.0, 6495.0, 7464.0, 2129.0, 2329.0, 705.0, 117.0, 571.0, 76245.0, 7591.0, 9127.0, 16002.0, 22525.0, 13892.0, 3552.0, 3556.0, 85998.0, 62556.0, 0.0, 62556.0, 60690.0, 1866.0, 23442.0, 62556.0, 60690.0, 503.0, 3051.0, 4765.0, 1084.0, 3446.0, 3466.0, 4152.0, 4487.0, 15525.0, 10654.0, 4968.0, 2677.0, 1912.0, 181492.0, 0.46, 59722.0, 44298.0, 39767.0, 4531.0, 7899.0, 179.0, 925.0, 2055.0, 1064.0, 3302.0,151, 9, 516, 2, 0, 1523, 178, 2217, 45, 0, 68, 266
California, 2019, Santa Ana city, 332332.0, 12146.21, 27.36, 27.39, 0.03, 171435.0, 160897.0, 95953.0, 3246.0, 1458.0, 36643.0, 1168.0, 186560.0, 7304.0, 79704.0, 65708.0, 45276.0, 20432.0, 7937.0, 12495.0, 13996.0, 7100.0, 6896.0, 45223.0, 6064.0, 6403.0, 8431.0, 9676.0, 7477.0, 4279.0, 2893.0, 211611.0, 77857.0, 52420.0, 44172.0, 25000.0, 8518.0, 2683.0, 961.0, 257721.0, 172544.0, 76.0, 172468.0, 164241.0, 8227.0, 85177.0, 172468.0, 164241.0, 4401.0, 13132.0, 19340.0, 4534.0, 20152.0, 8625.0, 3106.0, 6276.0, 21654.0, 27734.0, 18816.0, 11942.0, 4529.0, 87813.0, 0.39, 162418.0, 141277.0, 123704.0, 17573.0, 6101.0, 286.0, 1303.0, 4225.0, 1316.0, 7910.0,761, 49, 854, 13, 0, 4611, 1343, 6808, 207, 0, 472, 1453
California, 2019, Santa Barbara city, 91357.0, 4684.46, 19.5, 42.0, 22.5, 45261.0, 46096.0, 71742.0, 915.0, 532.0, 3412.0, 40.0, 11658.0, 3058.0, 38674.0, 17918.0, 13050.0, 4868.0, 1850.0, 3018.0, 20756.0, 10028.0, 10728.0, 24103.0, 11079.0, 5713.0, 3065.0, 2508.0, 1206.0, 0.0, 532.0, 63728.0, 9327.0, 7328.0, 14174.0, 20061.0, 7827.0, 2287.0, 2724.0, 77360.0, 53707.0, 0.0, 53707.0, 52637.0, 1070.0, 23653.0, 53707.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 120090.0, 0.5, null, null, null, null, null, null, null, null, null, null,244, 15, 254, 2, 0, 1686, 178, 2118, 72, 0, 82, 400
California, 2019, Santa Clara city, 130371.0, 7085.72, 18.4, 18.4, 0.0, 69136.0, 61235.0, 45282.0, 3720.0, 748.0, 60674.0, 2426.0, 10622.0, 6899.0, 46608.0, 31171.0, 24954.0, 6217.0, 3022.0, 3195.0, 15437.0, 8625.0, 6812.0, 27354.0, 7622.0, 9723.0, 4578.0, 3321.0, 1247.0, 486.0, 377.0, 92418.0, 5584.0, 11625.0, 18229.0, 28881.0, 20596.0, 2651.0, 4852.0, 109932.0, 79262.0, 48.0, 79214.0, 76629.0, 2585.0, 30670.0, 79214.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 179821.0, 0.43, 75636.0, 65642.0, 58779.0, 6863.0, 3723.0, 159.0, 1079.0, 2375.0, 153.0, 2505.0,106, 18, 363, 0, 0, 4013, 372, 4748, 35, 0, 73, 214
California, 2019, Santa Cruz city, 64605.0, 5070.93, 12.74, 15.83, 3.09, 32105.0, 32500.0, 46329.0, 1455.0, 447.0, 6570.0, 0.0, 4642.0, 5162.0, 22166.0, 10728.0, 7330.0, 3398.0, 768.0, 2630.0, 11438.0, 4577.0, 6861.0, 13381.0, 5385.0, 3803.0, 1781.0, 1458.0, 313.0, 238.0, 403.0, 35029.0, 1823.0, 4389.0, 9601.0, 10130.0, 5355.0, 1991.0, 1740.0, 56817.0, 36353.0, 0.0, 36353.0, 34483.0, 1870.0, 20464.0, 36353.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 119672.0, 0.5, null, null, null, null, null, null, null, null, null, null,272, 34, 348, 0, 0, 2363, 221, 2932, 29, 0, 88, 389
California, 2019, Santa Maria city, 107273.0, 4708.3, 22.78, 23.42, 0.63, 54494.0, 52779.0, 91878.0, 2210.0, 1570.0, 3223.0, 0.0, 6948.0, 1444.0, 27079.0, 21122.0, 11227.0, 9895.0, 3916.0, 5979.0, 5957.0, 2773.0, 3184.0, 13514.0, 2154.0, 2070.0, 1970.0, 2476.0, 1904.0, 1643.0, 1297.0, 60389.0, 24523.0, 14510.0, 13067.0, 5653.0, 2205.0, 282.0, 149.0, 75551.0, 50837.0, 501.0, 50336.0, 47955.0, 2381.0, 24714.0, 50336.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 82043.0, 0.4, null, null, null, null, null, null, null, null, null, null,270, 11, 257, 5, 0, 821, 397, 1475, 52, 0, 139, 466
California, 2019, Santa Monica city, 90401.0, 10742.83, 8.42, 16.0, 7.58, 46096.0, 44305.0, 71095.0, 3775.0, 726.0, 8370.0, 0.0, 2131.0, 4304.0, 45096.0, 20096.0, 15638.0, 4458.0, 2148.0, 2310.0, 25000.0, 11705.0, 13295.0, 32395.0, 16087.0, 10387.0, 3787.0, 1654.0, 125.0, 355.0, 0.0, 73163.0, 4295.0, 7954.0, 13893.0, 27851.0, 10454.0, 5374.0, 3342.0, 79513.0, 51868.0, 138.0, 51730.0, 49981.0, 1749.0, 27645.0, 51730.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 140188.0, 0.54, null, null, null, null, null, null, null, null, null, null,374, 19, 577, 3, 0, 3143, 244, 3964, 40, 0, 247, 664
California, 2019, Santa Rosa city, 176761.0, 4158.19, 42.51, 42.69, 0.18, 84343.0, 92418.0, 108787.0, 4547.0, 1854.0, 11176.0, 1117.0, 38768.0, 10512.0, 65590.0, 41937.0, 29178.0, 12759.0, 4392.0, 8367.0, 23653.0, 9782.0, 13871.0, 29692.0, 8313.0, 8146.0, 4648.0, 4124.0, 2095.0, 1485.0, 881.0, 122855.0, 17974.0, 25171.0, 38483.0, 24922.0, 10247.0, 4350.0, 1708.0, 141162.0, 95557.0, 69.0, 95488.0, 92443.0, 3045.0, 45605.0, 95488.0, 92443.0, 2997.0, 7439.0, 8940.0, 2199.0, 11247.0, 3292.0, 2220.0, 3513.0, 11691.0, 20759.0, 9648.0, 6195.0, 2303.0, 107217.0, 0.44, 89170.0, 80714.0, 69711.0, 11003.0, 1687.0, 73.0, 438.0, 1377.0, 1075.0, 3806.0,582, 28, 486, 3, 0, 2077, 311, 2874, 146, 0, 126, 857
California, 2019, Simi Valley city, 125594.0, 3024.67, 41.52, 42.24, 0.72, 60401.0, 65193.0, 93465.0, 1450.0, 536.0, 15820.0, 821.0, 8001.0, 5501.0, 42117.0, 30594.0, 22361.0, 8233.0, 2405.0, 5828.0, 11523.0, 5068.0, 6455.0, 11934.0, 3097.0, 3718.0, 2208.0, 1669.0, 666.0, 416.0, 160.0, 89975.0, 6762.0, 20347.0, 32943.0, 19915.0, 7520.0, 1493.0, 995.0, 104594.0, 69887.0, 51.0, 69836.0, 67661.0, 2175.0, 34707.0, 69836.0, 67661.0, 319.0, 4714.0, 6036.0, 1567.0, 5933.0, 3387.0, 3269.0, 6217.0, 8388.0, 15509.0, 6646.0, 3408.0, 2268.0, 130713.0, 0.44, 66538.0, 59624.0, 52929.0, 6695.0, 1385.0, 179.0, 0.0, 426.0, 387.0, 4537.0,95, 7, 208, 1, 0, 889, 91, 1188, 15, 0, 35, 146
California, 2019, South Gate city, null, 12911.88, 7.24, 7.35, 0.12, 45984.0, 47449.0, null, null, null, null, null, null, null, 23559.0, 20413.0, 12523.0, 7890.0, 2520.0, 5370.0, 3146.0, 1873.0, 1273.0, 13782.0, 1824.0, 2936.0, 2601.0, 2943.0, 1965.0, 707.0, 806.0, 59534.0, 26649.0, 14526.0, 13161.0, 4353.0, 667.0, 139.0, 39.0, 72400.0, 45740.0, 102.0, 45638.0, 41980.0, 3658.0, 26660.0, 45638.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 65613.0, 0.39, null, null, null, null, null, null, null, null, null, null,418, 26, 351, 4, 0, 1663, 740, 2754, 21, 0, 179, 622
California, 2019, South San Francisco city, 67781.0, 7347.13, 9.23, 30.2, 20.97, 32966.0, 34815.0, 23163.0, 1285.0, 475.0, 31430.0, 1530.0, 7525.0, 2373.0, 22355.0, 15730.0, 11481.0, 4249.0, 1389.0, 2860.0, 6625.0, 2943.0, 3682.0, 8768.0, 965.0, 3939.0, 1281.0, 1425.0, 836.0, 189.0, 133.0, 53153.0, 6107.0, 10609.0, 14505.0, 16056.0, 3960.0, 655.0, 1261.0, 60326.0, 43453.0, 105.0, 43348.0, 42123.0, 1225.0, 16873.0, 43348.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 140438.0, 0.38, null, null, null, null, null, null, null, null, null, null,81, 7, 230, 2, 0, 1074, 180, 1484, 19, 0, 64, 166
California, 2019, Sunnyvale city, 152710.0, 6943.98, 21.99, 22.69, 0.7, 76768.0, 75942.0, 60749.0, 1690.0, 614.0, 68032.0, 95.0, 12358.0, 9172.0, 55424.0, 36251.0, 30048.0, 6203.0, 1812.0, 4391.0, 19173.0, 10307.0, 8866.0, 30940.0, 8758.0, 9825.0, 5785.0, 4182.0, 1080.0, 966.0, 344.0, 110317.0, 7194.0, 9577.0, 21412.0, 33602.0, 28431.0, 2264.0, 7837.0, 122833.0, 89942.0, 0.0, 89942.0, 87715.0, 2227.0, 32891.0, 89942.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 200863.0, 0.45, 85371.0, 72532.0, 61327.0, 11205.0, 6137.0, 222.0, 1287.0, 1187.0, 771.0, 3235.0,138, 32, 458, 0, 0, 2598, 324, 3380, 37, 0, 84, 259
California, 2019, Thousand Oaks city, 126815.0, 2294.71, 55.26, 55.41, 0.15, 64084.0, 62731.0, 104092.0, 2762.0, 196.0, 10834.0, 138.0, 4760.0, 4033.0, 44618.0, 31420.0, 26143.0, 5277.0, 1600.0, 3677.0, 13198.0, 6164.0, 7034.0, 14427.0, 5400.0, 3363.0, 1926.0, 2316.0, 708.0, 464.0, 250.0, 85327.0, 5073.0, 9820.0, 23662.0, 26712.0, 12840.0, 4114.0, 3106.0, 100189.0, 64296.0, 35.0, 64261.0, 62285.0, 1976.0, 35893.0, 64261.0, 62285.0, 331.0, 1912.0, 5414.0, 2571.0, 6793.0, 999.0, 2265.0, 5703.0, 10416.0, 11340.0, 7992.0, 3973.0, 2576.0, 148740.0, 0.44, 60462.0, 52961.0, 48727.0, 4234.0, 720.0, 0.0, 304.0, 1254.0, 341.0, 4882.0,38, 2, 244, 0, 0, 1084, 64, 1392, 27, 0, 23, 88
California, 2019, Torrance city, 143589.0, 7012.35, 20.48, 20.55, 0.08, 69446.0, 74143.0, 61318.0, 5072.0, 1207.0, 54151.0, 346.0, 8847.0, 12648.0, 55483.0, 36773.0, 29045.0, 7728.0, 1860.0, 5868.0, 18710.0, 7550.0, 11160.0, 25314.0, 8660.0, 8724.0, 3072.0, 3506.0, 946.0, 406.0, 0.0, 108950.0, 5132.0, 19681.0, 26211.0, 38994.0, 13489.0, 3242.0, 2201.0, 116689.0, 77674.0, 184.0, 77490.0, 75534.0, 1956.0, 39015.0, 77490.0, 75534.0, 0.0, 2356.0, 10994.0, 4040.0, 6479.0, 4990.0, 2566.0, 5053.0, 10458.0, 19004.0, 4486.0, 3143.0, 1965.0, 127240.0, 0.44, null, null, null, null, null, null, null, null, null, null,137, 12, 399, 3, 0, 2161, 293, 2853, 26, 0, 114, 280
California, 2019, Tracy city, 94751.0, 4279.15, 22.14, 22.28, 0.14, 45601.0, 49150.0, 58006.0, 4275.0, 345.0, 12337.0, 930.0, 10011.0, 8847.0, 26771.0, 21346.0, 15828.0, 5518.0, 1666.0, 3852.0, 5425.0, 2268.0, 3157.0, 10259.0, 1757.0, 1547.0, 2133.0, 2169.0, 1561.0, 842.0, 250.0, 60295.0, 10305.0, 15888.0, 21877.0, 9925.0, 1432.0, 539.0, 329.0, 73883.0, 48804.0, 0.0, 48804.0, 45639.0, 3165.0, 25079.0, 48804.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 113544.0, 0.38, null, null, null, null, null, null, null, null, null, null,64, 14, 156, 5, 0, 1411, 276, 1843, 35, 0, 62, 166
California, 2019, Tulare city, 65508.0, 3215.14, 20.37, 20.45, 0.08, 31960.0, 33548.0, 55104.0, 713.0, 1028.0, 923.0, 249.0, 5223.0, 2268.0, 18170.0, 14841.0, 9933.0, 4908.0, 1499.0, 3409.0, 3329.0, 1876.0, 1453.0, 7810.0, 1111.0, 1776.0, 1423.0, 1265.0, 1406.0, 635.0, 194.0, 33105.0, 8426.0, 10056.0, 11724.0, 2355.0, 274.0, 270.0, 0.0, 42207.0, 26637.0, 123.0, 26514.0, 24584.0, 1930.0, 15570.0, 26514.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 68357.0, 0.39, null, null, null, null, null, null, null, null, null, null,161, 11, 225, 4, 0, 951, 293, 1469, 27, 0, 69, 261
California, 2019, Turlock city, 73629.0, 4350.79, 16.92, 16.95, 0.03, 33667.0, 39962.0, 60566.0, 1772.0, 102.0, 4076.0, 408.0, 2433.0, 4272.0, 25718.0, 17987.0, 12187.0, 5800.0, 1256.0, 4544.0, 7731.0, 4186.0, 3545.0, 10925.0, 2246.0, 3747.0, 2469.0, 1236.0, 644.0, 530.0, 53.0, 45253.0, 6570.0, 10245.0, 17112.0, 7937.0, 2282.0, 315.0, 792.0, 56414.0, 33910.0, 0.0, 33910.0, 32595.0, 1315.0, 22504.0, 33910.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 74332.0, 0.43, null, null, null, null, null, null, null, null, null, null,258, 34, 402, 1, 0, 1483, 438, 2323, 29, 0, 138, 426
California, 2019, Tustin city, 79346.0, 7135.96, 11.12, 11.12, 0.0, 37831.0, 41515.0, 46823.0, 1508.0, 588.0, 16861.0, 0.0, 9933.0, 3633.0, 24125.0, 18679.0, 13518.0, 5161.0, 1622.0, 3539.0, 5446.0, 2079.0, 3367.0, 11017.0, 1325.0, 2803.0, 1923.0, 2528.0, 1794.0, 521.0, 123.0, 50890.0, 6273.0, 9475.0, 13281.0, 13111.0, 6235.0, 1549.0, 966.0, 61831.0, 43889.0, 0.0, 43889.0, 42409.0, 1480.0, 17942.0, 43889.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 125818.0, 0.44, null, null, null, null, null, null, null, null, null, null,63, 6, 241, 1, 0, 1694, 183, 2118, 16, 0, 61, 141
California, 2019, Union City city, 74099.0, 3819.6, 19.4, 19.4, 0.0, 39674.0, 34425.0, 15746.0, 3500.0, 386.0, 39345.0, 1025.0, 7533.0, 6564.0, 22469.0, 18938.0, 15503.0, 3435.0, 1424.0, 2011.0, 3531.0, 1442.0, 2089.0, 6940.0, 789.0, 1726.0, 1555.0, 1234.0, 1259.0, 151.0, 226.0, 54419.0, 5561.0, 10637.0, 12072.0, 16912.0, 6195.0, 1484.0, 1558.0, 59619.0, 38950.0, 44.0, 38906.0, 37909.0, 997.0, 20669.0, 38906.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 140786.0, 0.37, 30765.0, 24609.0, 22332.0, 2277.0, 4565.0, 116.0, 44.0, 115.0, 467.0, 849.0,188, 9, 192, 2, 0, 1300, 226, 1718, 8, 0, 79, 277
California, 2019, Upland city, 77123.0, 4940.33, 15.61, 15.64, 0.03, 36076.0, 41047.0, 44971.0, 6989.0, 410.0, 6781.0, 121.0, 12734.0, 5117.0, 26201.0, 19190.0, 13223.0, 5967.0, 1887.0, 4080.0, 7011.0, 3167.0, 3844.0, 11751.0, 2394.0, 4463.0, 2623.0, 1503.0, 520.0, 248.0, 0.0, 53676.0, 4526.0, 11741.0, 20203.0, 11462.0, 4732.0, 686.0, 326.0, 63877.0, 43118.0, 109.0, 43009.0, 41303.0, 1706.0, 20759.0, 43009.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 107910.0, 0.43, null, null, null, null, null, null, null, null, null, null,168, 11, 368, 3, 0, 1206, 247, 1821, 20, 0, 107, 298
California, 2019, Vacaville city, 100669.0, 3445.1, 29.22, 29.45, 0.23, 52156.0, 48513.0, 63694.0, 8450.0, 1538.0, 11143.0, 1045.0, 5928.0, 8871.0, 32560.0, 23714.0, 19073.0, 4641.0, 1643.0, 2998.0, 8846.0, 4081.0, 4765.0, 12433.0, 3831.0, 2953.0, 2418.0, 1976.0, 943.0, 89.0, 223.0, 70015.0, 8489.0, 16057.0, 28228.0, 11001.0, 4968.0, 1056.0, 216.0, 79805.0, 47286.0, 1806.0, 45480.0, 43800.0, 1680.0, 32519.0, 45480.0, 43800.0, 136.0, 4255.0, 3722.0, 806.0, 4491.0, 2656.0, 628.0, 3013.0, 4723.0, 9599.0, 3726.0, 2240.0, 3805.0, 112387.0, 0.42, 45021.0, 40736.0, 36939.0, 3797.0, 727.0, 140.0, 345.0, 500.0, 248.0, 2325.0,201, 8, 162, 3, 0, 2120, 160, 2442, 47, 0, 80, 331
California, 2019, Vallejo city, 121692.0, 3964.92, 30.69, 49.56, 18.87, 57989.0, 63703.0, 44849.0, 24043.0, 546.0, 28713.0, 227.0, 14914.0, 8400.0, 42200.0, 27063.0, 17750.0, 9313.0, 2726.0, 6587.0, 15137.0, 6574.0, 8563.0, 17849.0, 6011.0, 4439.0, 3336.0, 2584.0, 1104.0, 100.0, 275.0, 85563.0, 10125.0, 22179.0, 30594.0, 14358.0, 5698.0, 1995.0, 614.0, 99543.0, 64021.0, 0.0, 64021.0, 60224.0, 3797.0, 35522.0, 64021.0, 60224.0, 304.0, 6365.0, 3967.0, 1530.0, 6637.0, 4960.0, 1223.0, 2857.0, 6389.0, 14663.0, 4224.0, 3882.0, 3223.0, 91447.0, 0.44, 58840.0, 50818.0, 42138.0, 8680.0, 3824.0, 0.0, 54.0, 1049.0, 1084.0, 2011.0,551, 52, 2888, 12, 0, 1148, 905, 4941, 138, 0, 336, 1037
California, 2019, Victorville city, 122399.0, 1662.6, 73.62, 73.91, 0.29, 61373.0, 61026.0, 74872.0, 22685.0, 1156.0, 2481.0, 0.0, 14272.0, 6933.0, 32188.0, 25688.0, 14518.0, 11170.0, 3792.0, 7378.0, 6500.0, 3295.0, 3205.0, 15534.0, 2535.0, 3334.0, 2369.0, 3405.0, 2259.0, 1143.0, 489.0, 71601.0, 20371.0, 21046.0, 22061.0, 4877.0, 2669.0, 460.0, 117.0, 86326.0, 47004.0, 0.0, 47004.0, 41348.0, 5656.0, 39322.0, 47004.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 64899.0, 0.38, null, null, null, null, null, null, null, null, null, null,683, 21, 590, 5, 0, 1061, 620, 2271, 45, 0, 255, 988
California, 2019, Visalia city, 134608.0, 3552.68, 37.89, 37.91, 0.02, 65724.0, 68884.0, 76332.0, 3973.0, 1750.0, 8006.0, 167.0, 38725.0, 5655.0, 45878.0, 34456.0, 24538.0, 9918.0, 3814.0, 6104.0, 11422.0, 4352.0, 7070.0, 19678.0, 4579.0, 3759.0, 4289.0, 4307.0, 1244.0, 709.0, 791.0, 85368.0, 14813.0, 18817.0, 36829.0, 9664.0, 3930.0, 838.0, 477.0, 102713.0, 61911.0, 220.0, 61691.0, 59773.0, 1918.0, 40802.0, 61691.0, 59773.0, 5100.0, 3491.0, 4196.0, 815.0, 8690.0, 2720.0, 210.0, 1811.0, 6590.0, 16231.0, 3297.0, 1988.0, 4634.0, 78214.0, 0.42, null, null, null, null, null, null, null, null, null, null,312, 20, 747, 4, 0, 2627, 526, 3900, 111, 0, 159, 586
California, 2019, Vista city, 101639.0, 5425.7, 18.73, 18.73, 0.0, 51508.0, 50131.0, 87848.0, 1524.0, 1551.0, 3115.0, 1483.0, 3020.0, 3098.0, 31075.0, 22428.0, 15962.0, 6466.0, 2666.0, 3800.0, 8647.0, 3957.0, 4690.0, 16866.0, 3337.0, 4418.0, 3136.0, 2611.0, 1803.0, 530.0, 1031.0, 66980.0, 16718.0, 13245.0, 22042.0, 10676.0, 3010.0, 666.0, 623.0, 80362.0, 55667.0, 551.0, 55116.0, 52878.0, 2238.0, 24695.0, 55116.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 97242.0, 0.42, null, null, null, null, null, null, null, null, null, null,6, 0, 31, 0, 0, 87, 22, 140, 2, 0, 3, 11
California, 2019, Walnut Creek city, 70161.0, 3551.33, 19.76, 19.77, 0.01, 31774.0, 38387.0, 50488.0, 2409.0, 423.0, 10750.0, 883.0, 412.0, 4796.0, 31558.0, 18103.0, 14890.0, 3213.0, 764.0, 2449.0, 13455.0, 5280.0, 8175.0, 11501.0, 4302.0, 4350.0, 1891.0, 662.0, 207.0, 0.0, 89.0, 54302.0, 1288.0, 4200.0, 13353.0, 19442.0, 10370.0, 3568.0, 2081.0, 59483.0, 35256.0, 0.0, 35256.0, 34402.0, 854.0, 24227.0, 35256.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 151391.0, 0.42, null, null, null, null, null, null, null, null, null, null,74, 4, 307, 0, 0, 2034, 155, 2496, 6, 0, 40, 120
California, 2019, West Covina city, 105114.0, 6552.73, 16.04, 16.09, 0.05, 49855.0, 55259.0, 37473.0, 4766.0, 610.0, 24870.0, 21.0, 30165.0, 7209.0, 30682.0, 22388.0, 15458.0, 6930.0, 1733.0, 5197.0, 8294.0, 3750.0, 4544.0, 12894.0, 3448.0, 2591.0, 2047.0, 2739.0, 701.0, 856.0, 512.0, 74843.0, 9838.0, 20919.0, 22817.0, 15563.0, 4345.0, 1159.0, 202.0, 86424.0, 56899.0, 91.0, 56808.0, 54393.0, 2415.0, 29525.0, 56808.0, 54393.0, 96.0, 2721.0, 5105.0, 2675.0, 4197.0, 3660.0, 1396.0, 3813.0, 5802.0, 13258.0, 5500.0, 2865.0, 3305.0, 98623.0, 0.43, 53685.0, 48929.0, 43392.0, 5537.0, 1791.0, 250.0, 255.0, 344.0, 398.0, 1718.0,104, 15, 354, 6, 0, 1660, 355, 2369, 21, 0, 129, 260
California, 2019, Westminster city, 90642.0, 9026.76, 10.04, 10.04, 0.0, 44022.0, 46620.0, 31525.0, 2582.0, 172.0, 42201.0, 557.0, 10321.0, 3284.0, 26984.0, 21232.0, 15220.0, 6012.0, 2160.0, 3852.0, 5752.0, 2676.0, 3076.0, 14243.0, 2678.0, 3868.0, 2755.0, 2581.0, 1781.0, 82.0, 498.0, 63771.0, 14914.0, 15641.0, 16236.0, 12445.0, 3257.0, 773.0, 505.0, 73611.0, 45382.0, 44.0, 45338.0, 43289.0, 2049.0, 28229.0, 45338.0, 43289.0, 163.0, 2781.0, 5920.0, 1377.0, 6182.0, 1896.0, 717.0, 2804.0, 2687.0, 8866.0, 5104.0, 3440.0, 1352.0, 87637.0, 0.5, null, null, null, null, null, null, null, null, null, null,118, 22, 511, 0, 0, 1824, 276, 2611, 19, 0, 122, 259
California, 2019, Whittier city, 85087.0, 5808.44, 14.65, 14.66, 0.02, 42060.0, 43027.0, 44487.0, 455.0, 934.0, 3960.0, 0.0, 31929.0, 3322.0, 26884.0, 19314.0, 14383.0, 4931.0, 1288.0, 3643.0, 7570.0, 4045.0, 3525.0, 10504.0, 3259.0, 2369.0, 1317.0, 1714.0, 1170.0, 553.0, 122.0, 55511.0, 6942.0, 16232.0, 17453.0, 8559.0, 5239.0, 686.0, 400.0, 66383.0, 40550.0, 0.0, 40550.0, 39198.0, 1352.0, 25833.0, 40550.0, 39198.0, 102.0, 2342.0, 4533.0, 2191.0, 3816.0, 2825.0, 1093.0, 2665.0, 3376.0, 8772.0, 3368.0, 1296.0, 2819.0, 95511.0, 0.42, null, null, null, null, null, null, null, null, null, null,92, 7, 318, 1, 0, 1278, 305, 1901, 27, 0, 93, 213
California, 2019, Yorba Linda city, 67645.0, 3409.24, 19.84, 19.86, 0.02, 32677.0, 34968.0, 48731.0, 1151.0, 111.0, 14424.0, 67.0, 1253.0, 1908.0, 22676.0, 18363.0, 15740.0, 2623.0, 773.0, 1850.0, 4313.0, 1687.0, 2626.0, 3681.0, 1240.0, 705.0, 640.0, 756.0, 340.0, 0.0, 0.0, 49449.0, 2189.0, 6748.0, 14579.0, 17451.0, 6904.0, 1008.0, 570.0, 55244.0, 36536.0, 83.0, 36453.0, 35834.0, 619.0, 18708.0, 36453.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 155042.0, 0.41, null, null, null, null, null, null, null, null, null, null,22, 1, 140, 0, 0, 433, 54, 627, 3, 0, 17, 42
California, 2019, Yuba City city, 67009.0, 4497.14, 14.9, 14.98, 0.08, 33476.0, 33533.0, 42161.0, 1727.0, 657.0, 12989.0, 152.0, 3924.0, 5399.0, 24393.0, 16554.0, 11001.0, 5553.0, 1220.0, 4333.0, 7839.0, 3887.0, 3952.0, 11089.0, 2867.0, 2871.0, 2347.0, 930.0, 1549.0, 174.0, 351.0, 44800.0, 10100.0, 9396.0, 15218.0, 5684.0, 3371.0, 755.0, 276.0, 53448.0, 32819.0, 1048.0, 31771.0, 30105.0, 1666.0, 20629.0, 31771.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 83481.0, 0.44, null, null, null, null, null, null, null, null, null, null,158, 7, 230, 3, 0, 1334, 259, 1823, 28, 0, 52, 241
