STATE, YEAR, CITY, Total Population,Population Density (Per Sq. Mile),Area (Land),Area Total,Area (Water),Male,Female,White Alone,Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some Other Race Alone,Two or More Races,Households,Family Households,Married-Couple Family,Other Family,Male Householder No Wife Present,Female Householder No Husband Present,Nonfamily Households,Male Householder,Female Householder,Renter-Occupied Housing Units,1-Person Household,2-Person Household,3-Person Household,4-Person Household,5-Person Household,6-Person Household,7-or-More Person Household,Population 25 Years and Over,Less than High School,High School Graduate (Includes Equivalency),Some College,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate Degree,Population 16 Years and Over,In Labor Force,In Armed Forces,Civilian,Employed,Unemployed,Not in Labor Force,Civilian Population in Labor Force 16 Years and Over,Total Employed Civilian Population 16 Years and Over,Agriculture Forestry Fishing and Hunting and Mining,Construction,Manufacturing,Wholesale Trade,Retail Trade,Transportation and Warehousing and Utilities,Information,Finance and Insurance and Real Estate and Rental  and Leasing,Professional Scientific and Management and    Administrative and Waste Management Services,Educational Services and Health Care and Social  Assistance,Arts Entertainment and Recreation and  Accommodation and Food Services,Other Services Except Public Administration,Public Administration,Average Household Income (In 2019 Inflation-Adjusted Dollars),Gini Index,Workers 16 Years and Over,Car Truck or Van,Drove Alone,Carpooled,Public Transportation (Includes Taxicab),Motorcycle,Bicycle,Walked,Other Means,Worked At Home,aggravated-assault, arson, burglary, homicide, human-trafficing, larceny, motor-vehicle-theft, property-crime, rape, rape-legacy, robbery, violent-crime
Illinois, 2014, Bloomington city, 78743.0, 2893.1, 27.22, 27.23, 0.01, 39132.0, 39611.0, 62291.0, 7196.0, 31.0, 5734.0, 0.0, 2078.0, 1413.0, 31373.0, 18580.0, 13546.0, 5034.0, 1309.0, 3725.0, 12793.0, 6731.0, 6062.0, 12482.0, 5714.0, 3433.0, 1880.0, 823.0, 224.0, 241.0, 167.0, 50281.0, 2784.0, 13509.0, 11432.0, 13832.0, 6849.0, 711.0, 1164.0, 62854.0, 43349.0, 57.0, 43292.0, 40890.0, 2402.0, 19505.0, 43292.0, 40890.0, 18.0, 1148.0, 2648.0, 318.0, 4150.0, 1027.0, 566.0, 9108.0, 4005.0, 10321.0, 4324.0, 2119.0, 1138.0, 75669.0, 0.45, null, null, null, null, null, null, null, null, null, null,240, 7, 310, 3, 0, 1327, 59, 1696, 58, 0, 32, 333
Illinois, 2014, Champaign city, 84520.0, 3767.63, 22.43, 22.46, 0.03, 42590.0, 41930.0, 58095.0, 14631.0, 96.0, 9262.0, 0.0, 264.0, 2172.0, 33606.0, 16311.0, 11740.0, 4571.0, 1189.0, 3382.0, 17295.0, 9498.0, 7797.0, 16972.0, 7124.0, 4926.0, 1728.0, 2115.0, 719.0, 121.0, 239.0, 46597.0, 3154.0, 6637.0, 12317.0, 12527.0, 7894.0, 929.0, 3139.0, 70912.0, 45095.0, 72.0, 45023.0, 43081.0, 1942.0, 25817.0, 45023.0, 43081.0, 191.0, 806.0, 2627.0, 877.0, 5010.0, 1200.0, 1201.0, 2334.0, 4778.0, 15913.0, 5155.0, 1858.0, 1131.0, 66546.0, 0.53, null, null, null, null, null, null, null, null, null, null,459, 19, 568, 5, 0, 1787, 62, 2417, 50, 0, 133, 647
Illinois, 2014, Chicago city, 2722407.0, 11959.54, 227.63, 234.11, 6.48, 1314074.0, 1408333.0, 1317969.0, 852756.0, 7567.0, 164633.0, 1012.0, 313392.0, 65078.0, 1031672.0, 564940.0, 331215.0, 233725.0, 60970.0, 172755.0, 466732.0, 223248.0, 243484.0, 581395.0, 242366.0, 158402.0, 77272.0, 51888.0, 29702.0, 12356.0, 9409.0, 1835667.0, 314913.0, 436868.0, 423749.0, 393742.0, 180296.0, 56185.0, 29914.0, 2182582.0, 1438491.0, 688.0, 1437803.0, 1280905.0, 156898.0, 744091.0, 1437803.0, 1280905.0, 1437.0, 51004.0, 110445.0, 29830.0, 117268.0, 81401.0, 32568.0, 97783.0, 197973.0, 293161.0, 149807.0, 66417.0, 51811.0, 72881.0, 0.52, 1255632.0, 719832.0, 617834.0, 101998.0, 361396.0, 837.0, 21362.0, 84158.0, 13042.0, 55005.0,59, 51, 108, 3, 0, 160, 12, 280, 13, 0, 26, 101
Illinois, 2014, Cicero town, 84359.0, 14384.58, 5.86, 5.86, 0.0, 43220.0, 41139.0, 38660.0, 4333.0, 302.0, 392.0, 38.0, 39338.0, 1296.0, 22169.0, 17367.0, 10933.0, 6434.0, 2611.0, 3823.0, 4802.0, 2531.0, 2271.0, 11443.0, 2390.0, 1793.0, 2642.0, 2031.0, 1319.0, 710.0, 558.0, 48526.0, 20966.0, 15070.0, 8883.0, 3208.0, 298.0, 42.0, 59.0, 60510.0, 40720.0, 0.0, 40720.0, 37011.0, 3709.0, 19790.0, 40720.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 49316.0, 0.37, 36610.0, 30789.0, 24371.0, 6418.0, 4428.0, 0.0, 70.0, 839.0, 171.0, 313.0,156, 21, 387, 2, 0, 1172, 245, 1804, 22, 0, 144, 324
Illinois, 2014, Decatur city, 73081.0, 1730.79, 42.22, 46.91, 4.69, 34329.0, 38752.0, 52791.0, 14645.0, 360.0, 1012.0, 0.0, 98.0, 4175.0, 30237.0, 16957.0, 12142.0, 4815.0, 688.0, 4127.0, 13280.0, 5702.0, 7578.0, 10675.0, 5632.0, 2241.0, 1569.0, 498.0, 195.0, 324.0, 216.0, 47987.0, 5242.0, 16511.0, 15012.0, 6672.0, 3238.0, 731.0, 581.0, 58642.0, 36595.0, 0.0, 36595.0, 32955.0, 3640.0, 22047.0, 36595.0, 32955.0, 156.0, 1512.0, 5017.0, 603.0, 3665.0, 2772.0, 680.0, 1438.0, 2543.0, 8360.0, 3267.0, 1983.0, 959.0, 53981.0, 0.46, null, null, null, null, null, null, null, null, null, null,251, 24, 644, 1, 0, 1519, 62, 2225, 10, 0, 93, 355
Illinois, 2014, Joliet city, 146578.0, 2359.83, 62.11, 62.77, 0.66, 71078.0, 75500.0, 91846.0, 27243.0, 848.0, 4390.0, 0.0, 17197.0, 5054.0, 47219.0, 34138.0, 24482.0, 9656.0, 2830.0, 6826.0, 13081.0, 6091.0, 6990.0, 14619.0, 4726.0, 2890.0, 1900.0, 2502.0, 1625.0, 498.0, 478.0, 90096.0, 12231.0, 28741.0, 29692.0, 12779.0, 5376.0, 591.0, 686.0, 109343.0, 77095.0, 0.0, 77095.0, 71909.0, 5186.0, 32248.0, 77095.0, 71909.0, 295.0, 3246.0, 9253.0, 2415.0, 9255.0, 6904.0, 1495.0, 4213.0, 7230.0, 13783.0, 7826.0, 3138.0, 2856.0, 73120.0, 0.39, null, null, null, null, null, null, null, null, null, null,348, 47, 642, 8, 0, 2231, 115, 2988, 24, 0, 115, 495
Illinois, 2014, Naperville city, 145396.0, 3750.3, 38.77, 39.32, 0.55, 71550.0, 73846.0, 105858.0, 6869.0, 271.0, 26893.0, 0.0, 1333.0, 4172.0, 51165.0, 38580.0, 34346.0, 4234.0, 708.0, 3526.0, 12585.0, 6074.0, 6511.0, 12719.0, 4477.0, 3394.0, 2272.0, 1538.0, 791.0, 247.0, 0.0, 96282.0, 2609.0, 9627.0, 19531.0, 34918.0, 22217.0, 3899.0, 3481.0, 113037.0, 78277.0, 78.0, 78199.0, 74259.0, 3940.0, 34760.0, 78199.0, 74259.0, 29.0, 2065.0, 7971.0, 2316.0, 7378.0, 1782.0, 2671.0, 7811.0, 13346.0, 19385.0, 5001.0, 3491.0, 1013.0, 140792.0, 0.47, 73505.0, 58139.0, 55058.0, 3081.0, 6634.0, 95.0, 169.0, 1059.0, 842.0, 6567.0,84, 3, 176, 1, 0, 1421, 37, 1634, 8, 0, 20, 113
Illinois, 2014, Peoria city, 117288.0, 2443.13, 48.01, 50.23, 2.22, 56813.0, 60475.0, 72749.0, 29175.0, 505.0, 6125.0, 36.0, 4048.0, 4650.0, 47432.0, 27655.0, 18264.0, 9391.0, 1519.0, 7872.0, 19777.0, 8678.0, 11099.0, 20095.0, 9069.0, 5023.0, 3074.0, 1667.0, 493.0, 571.0, 198.0, 75568.0, 8384.0, 17457.0, 21762.0, 17046.0, 7490.0, 2013.0, 1416.0, 91781.0, 57449.0, 0.0, 57449.0, 51115.0, 6334.0, 34332.0, 57449.0, 51115.0, 0.0, 1660.0, 7118.0, 1101.0, 6305.0, 2083.0, 822.0, 2813.0, 6169.0, 15036.0, 4485.0, 2455.0, 1068.0, 68935.0, 0.49, null, null, null, null, null, null, null, null, null, null,0, 0, 3, 0, 0, 32, 0, 35, 0, 0, 0, 0
Illinois, 2014, Rockford city, 148996.0, 2439.3, 61.08, 61.95, 0.87, 72805.0, 76191.0, 100083.0, 31647.0, 752.0, 4837.0, 0.0, 6688.0, 4989.0, 59772.0, 35259.0, 20818.0, 14441.0, 3145.0, 11296.0, 24513.0, 11674.0, 12839.0, 27419.0, 10582.0, 6823.0, 4596.0, 2586.0, 1530.0, 478.0, 824.0, 98376.0, 15593.0, 29215.0, 31622.0, 12416.0, 7092.0, 1485.0, 953.0, 116131.0, 73769.0, 49.0, 73720.0, 63776.0, 9944.0, 42362.0, 73720.0, 63776.0, 320.0, 1836.0, 12650.0, 1269.0, 7394.0, 3857.0, 1074.0, 2500.0, 6817.0, 15211.0, 6094.0, 3269.0, 1485.0, 52345.0, 0.48, 62174.0, 55276.0, 48765.0, 6511.0, 1661.0, 170.0, 435.0, 1033.0, 788.0, 2811.0,1297, 83, 1711, 18, 0, 4350, 382, 6443, 134, 0, 414, 1863
Illinois, 2014, Springfield city, 116649.0, 1961.16, 59.48, 65.76, 6.28, 54351.0, 62298.0, 84056.0, 24449.0, 285.0, 2655.0, 93.0, 2442.0, 2669.0, 50157.0, 26614.0, 18753.0, 7861.0, 1882.0, 5979.0, 23543.0, 10411.0, 13132.0, 19985.0, 9038.0, 6083.0, 2681.0, 1099.0, 431.0, 314.0, 339.0, 78582.0, 7402.0, 22817.0, 21275.0, 17357.0, 6736.0, 2281.0, 714.0, 93504.0, 60396.0, 130.0, 60266.0, 55794.0, 4472.0, 33108.0, 60266.0, 55794.0, 219.0, 1760.0, 2392.0, 1227.0, 5137.0, 1907.0, 793.0, 3836.0, 5440.0, 16711.0, 5356.0, 2865.0, 8151.0, 68954.0, 0.49, null, null, null, null, null, null, null, null, null, null,889, 55, 1110, 4, 0, 4300, 125, 5535, 97, 0, 258, 1248
Illinois, 2014, Waukegan city, 88998.0, 3759.41, 23.67, 23.88, 0.21, 43420.0, 45578.0, 61329.0, 14983.0, 242.0, 6141.0, 196.0, 2970.0, 3137.0, 28445.0, 20512.0, 12093.0, 8419.0, 2336.0, 6083.0, 7933.0, 3581.0, 4352.0, 15392.0, 3858.0, 4041.0, 3203.0, 2150.0, 1723.0, 321.0, 96.0, 52436.0, 13354.0, 19231.0, 9436.0, 6765.0, 2773.0, 415.0, 462.0, 67287.0, 45294.0, 404.0, 44890.0, 39725.0, 5165.0, 21993.0, 44890.0, 39725.0, 152.0, 2078.0, 8323.0, 1680.0, 5123.0, 909.0, 526.0, 1195.0, 5907.0, 6110.0, 4976.0, 1190.0, 1556.0, 56177.0, 0.42, null, null, null, null, null, null, null, null, null, null,206, 22, 654, 6, 0, 1837, 85, 2576, 27, 0, 151, 390
Iowa, 2014, Cedar Rapids city, 129183.0, 1824.65, 70.8, 72.07, 1.27, 63155.0, 66028.0, 113288.0, 7185.0, 180.0, 4856.0, 0.0, 617.0, 3057.0, 53672.0, 33075.0, 24453.0, 8622.0, 3195.0, 5427.0, 20597.0, 9403.0, 11194.0, 15460.0, 6891.0, 4153.0, 1947.0, 1859.0, 316.0, 76.0, 218.0, 86587.0, 5276.0, 20931.0, 30993.0, 20592.0, 6665.0, 1546.0, 584.0, 102182.0, 71668.0, 0.0, 71668.0, 68737.0, 2931.0, 30514.0, 71668.0, 68737.0, 66.0, 4564.0, 11463.0, 2048.0, 7321.0, 4864.0, 1659.0, 5665.0, 7628.0, 15442.0, 3928.0, 3176.0, 913.0, 79988.0, 0.47, null, null, null, null, null, null, null, null, null, null,209, 10, 946, 8, 0, 3814, 283, 5043, 43, 0, 128, 388
Iowa, 2014, Davenport city, 102431.0, 1627.24, 62.95, 65.07, 2.13, 49422.0, 53009.0, 82549.0, 12011.0, 559.0, 2901.0, 0.0, 948.0, 3463.0, 40657.0, 23619.0, 16529.0, 7090.0, 1720.0, 5370.0, 17038.0, 8328.0, 8710.0, 16025.0, 6808.0, 4876.0, 1876.0, 1508.0, 484.0, 404.0, 69.0, 67533.0, 5337.0, 20457.0, 22751.0, 11658.0, 5901.0, 869.0, 560.0, 81220.0, 55889.0, 184.0, 55705.0, 53038.0, 2667.0, 25331.0, 55705.0, 53038.0, 110.0, 3252.0, 8464.0, 1309.0, 7257.0, 2349.0, 578.0, 3002.0, 3992.0, 11296.0, 6760.0, 2462.0, 2207.0, 60776.0, 0.43, null, null, null, null, null, null, null, null, null, null,368, 19, 932, 2, 0, 3013, 250, 4195, 100, 0, 166, 636
Iowa, 2014, Des Moines city, 209064.0, 2585.21, 80.87, 82.6, 1.73, 100715.0, 108349.0, 162648.0, 24954.0, 651.0, 12270.0, 381.0, 1420.0, 6740.0, 81779.0, 48598.0, 31212.0, 17386.0, 4866.0, 12520.0, 33181.0, 15513.0, 17668.0, 35313.0, 13003.0, 8937.0, 5148.0, 4276.0, 1850.0, 1601.0, 498.0, 132622.0, 16977.0, 41583.0, 42436.0, 21253.0, 6857.0, 2408.0, 1108.0, 159247.0, 110946.0, 2.0, 110944.0, 103199.0, 7745.0, 48301.0, 110944.0, 103199.0, 444.0, 7684.0, 11753.0, 2662.0, 12407.0, 4096.0, 2490.0, 14019.0, 12054.0, 17785.0, 10093.0, 4888.0, 2824.0, 60244.0, 0.45, 101117.0, 92241.0, 79993.0, 12248.0, 2190.0, 56.0, 595.0, 2194.0, 474.0, 3367.0,84, 3, 136, 0, 0, 1376, 66, 1578, 17, 0, 15, 116
Iowa, 2014, Iowa City city, 73424.0, 2935.66, 25.01, 25.28, 0.27, 37328.0, 36096.0, 61104.0, 3657.0, 376.0, 5244.0, 0.0, 440.0, 2603.0, 29824.0, 14120.0, 10047.0, 4073.0, 1249.0, 2824.0, 15704.0, 7800.0, 7904.0, 14556.0, 6118.0, 4423.0, 2724.0, 676.0, 393.0, 167.0, 55.0, 39003.0, 1024.0, 5815.0, 8363.0, 11138.0, 7476.0, 2275.0, 2912.0, 63381.0, 39589.0, 46.0, 39543.0, 38068.0, 1475.0, 23792.0, 39543.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 80829.0, 0.59, null, null, null, null, null, null, null, null, null, null,130, 6, 269, 1, 0, 1411, 76, 1756, 31, 0, 51, 213
Iowa, 2014, Sioux City city, 81392.0, 1419.21, 57.35, 58.49, 1.14, 39366.0, 42026.0, 68647.0, 2873.0, 2288.0, 2845.0, 0.0, 2879.0, 1860.0, 31220.0, 19411.0, 13455.0, 5956.0, 1796.0, 4160.0, 11809.0, 6074.0, 5735.0, 12659.0, 5368.0, 4154.0, 1308.0, 1132.0, 386.0, 250.0, 61.0, 51612.0, 9236.0, 16649.0, 14159.0, 7393.0, 2735.0, 864.0, 576.0, 62766.0, 42878.0, 74.0, 42804.0, 39983.0, 2821.0, 19888.0, 42804.0, 39983.0, 425.0, 2394.0, 7783.0, 748.0, 5189.0, 1189.0, 586.0, 1287.0, 2388.0, 9527.0, 4975.0, 1884.0, 1608.0, 56141.0, 0.45, null, null, null, null, null, null, null, null, null, null,203, 18, 534, 1, 0, 2448, 206, 3188, 46, 0, 41, 291
Iowa, 2014, Waterloo city, 68365.0, 1113.63, 61.39, 63.23, 1.84, 32821.0, 35544.0, 51181.0, 10865.0, 168.0, 1802.0, 0.0, 1924.0, 2425.0, 29169.0, 17583.0, 11549.0, 6034.0, 1042.0, 4992.0, 11586.0, 5101.0, 6485.0, 10528.0, 4485.0, 2501.0, 1752.0, 772.0, 763.0, 255.0, 0.0, 45802.0, 4309.0, 14816.0, 15536.0, 8257.0, 1987.0, 537.0, 360.0, 53721.0, 35469.0, 47.0, 35422.0, 32834.0, 2588.0, 18252.0, 35422.0, 32834.0, 155.0, 1552.0, 6788.0, 745.0, 4467.0, 1959.0, 392.0, 2075.0, 2700.0, 8378.0, 2038.0, 1058.0, 527.0, 56555.0, 0.42, null, null, null, null, null, null, null, null, null, null,499, 30, 795, 6, 0, 1762, 124, 2681, 85, 0, 65, 655
Louisiana, 2014, Baton Rouge city, 228909.0, 2974.89, 76.95, 79.1, 2.16, 107970.0, 120939.0, 88292.0, 128973.0, 545.0, 6305.0, 63.0, 2114.0, 2617.0, 91034.0, 48194.0, 28342.0, 19852.0, 4847.0, 15005.0, 42840.0, 20066.0, 22774.0, 48030.0, 21068.0, 13997.0, 6821.0, 2526.0, 2248.0, 639.0, 731.0, 137772.0, 16422.0, 38863.0, 38374.0, 25155.0, 11661.0, 3580.0, 3717.0, 185759.0, 119023.0, 0.0, 119023.0, 109880.0, 9143.0, 66736.0, 119023.0, 109880.0, 1455.0, 8631.0, 5992.0, 2548.0, 14063.0, 4311.0, 1964.0, 4441.0, 10319.0, 27334.0, 13708.0, 9876.0, 5238.0, 59301.0, 0.53, 107303.0, 94838.0, 82847.0, 11991.0, 3022.0, 570.0, 383.0, 4475.0, 1169.0, 2846.0,1142, 153, 2772, 53, 0, 6986, 512, 10270, 73, 0, 852, 2120
Louisiana, 2014, Bossier City city, 67453.0, 1593.15, 42.34, 43.15, 0.82, 35166.0, 32287.0, 44248.0, 17473.0, 211.0, 1219.0, 1357.0, 472.0, 2473.0, 24869.0, 17027.0, 11587.0, 5440.0, 1320.0, 4120.0, 7842.0, 4514.0, 3328.0, 12510.0, 3433.0, 2919.0, 2063.0, 1586.0, 1579.0, 696.0, 234.0, 41911.0, 4209.0, 13504.0, 13553.0, 6504.0, 2749.0, 965.0, 427.0, 50301.0, 31522.0, 2476.0, 29046.0, 27546.0, 1500.0, 18779.0, 29046.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 62305.0, 0.41, null, null, null, null, null, null, null, null, null, null,324, 4, 457, 5, 0, 2597, 150, 3204, 31, 0, 73, 433
Louisiana, 2014, Kenner city, 67058.0, 4510.0, 14.87, 15.01, 0.14, 34296.0, 32762.0, 43967.0, 14145.0, 353.0, 4168.0, 0.0, 3206.0, 1219.0, 25553.0, 16718.0, 11947.0, 4771.0, 1295.0, 3476.0, 8835.0, 4349.0, 4486.0, 10110.0, 4590.0, 2291.0, 1717.0, 844.0, 562.0, 25.0, 81.0, 48387.0, 6311.0, 15545.0, 14558.0, 8260.0, 2656.0, 851.0, 206.0, 56638.0, 35904.0, 0.0, 35904.0, 33548.0, 2356.0, 20734.0, 35904.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 69130.0, 0.47, null, null, null, null, null, null, null, null, null, null,79, 15, 326, 1, 0, 1958, 135, 2419, 10, 0, 68, 158
Louisiana, 2014, Lafayette city, 126068.0, 2560.73, 49.23, 49.35, 0.12, 60114.0, 65954.0, 85031.0, 36362.0, 149.0, 2367.0, 0.0, 0.0, 2159.0, 49939.0, 27400.0, 18577.0, 8823.0, 1791.0, 7032.0, 22539.0, 11038.0, 11501.0, 24071.0, 10999.0, 6037.0, 3220.0, 2179.0, 1046.0, 590.0, 0.0, 82545.0, 12657.0, 19067.0, 23133.0, 18335.0, 5442.0, 2525.0, 1386.0, 103076.0, 69222.0, 165.0, 69057.0, 65468.0, 3589.0, 33854.0, 69057.0, 65468.0, 5612.0, 3194.0, 2975.0, 1325.0, 9766.0, 3322.0, 1016.0, 2679.0, 8819.0, 11937.0, 10189.0, 2790.0, 1844.0, 75206.0, 0.53, null, null, null, null, null, null, null, null, null, null,549, 55, 1186, 7, 0, 5208, 406, 6800, 10, 0, 248, 814
Louisiana, 2014, Lake Charles city, 74875.0, 1780.34, 42.06, 44.8, 2.74, 34435.0, 40440.0, 34284.0, 36649.0, 116.0, 1900.0, 0.0, 291.0, 1635.0, 30751.0, 17473.0, 9428.0, 8045.0, 1558.0, 6487.0, 13278.0, 5413.0, 7865.0, 15641.0, 6464.0, 3549.0, 3390.0, 1524.0, 651.0, 0.0, 63.0, 48427.0, 8441.0, 14273.0, 14103.0, 7671.0, 2844.0, 629.0, 466.0, 59352.0, 34044.0, 186.0, 33858.0, 30902.0, 2956.0, 25308.0, 33858.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 49619.0, 0.49, null, null, null, null, null, null, null, null, null, null,332, 0, 1835, 4, 0, 1215, 169, 3219, 32, 0, 146, 514
Louisiana, 2014, New Orleans city, 384320.0, 2268.41, 169.42, 350.21, 180.79, 183107.0, 201213.0, 133630.0, 227369.0, 442.0, 11598.0, 393.0, 5219.0, 5669.0, 152788.0, 75795.0, 41131.0, 34664.0, 6732.0, 27932.0, 76993.0, 36840.0, 40153.0, 82680.0, 42255.0, 21853.0, 9346.0, 4699.0, 2894.0, 903.0, 730.0, 266487.0, 36199.0, 65874.0, 68375.0, 54841.0, 24883.0, 10862.0, 5453.0, 313650.0, 193149.0, 795.0, 192354.0, 172540.0, 19814.0, 120501.0, 192354.0, 172540.0, 2536.0, 8697.0, 7079.0, 4315.0, 15927.0, 8030.0, 4306.0, 7309.0, 19383.0, 46874.0, 30338.0, 9326.0, 8420.0, 65339.0, 0.59, 169940.0, 131708.0, 118173.0, 13535.0, 15259.0, 425.0, 5701.0, 7809.0, 2070.0, 6968.0,3, 0, 13, 0, 0, 76, 2, 91, 0, 0, 0, 3
Louisiana, 2014, Shreveport city, 197979.0, 1878.8, 105.38, 120.83, 15.46, 92529.0, 105450.0, 75071.0, 115368.0, 724.0, 2451.0, 183.0, 1658.0, 2524.0, 74512.0, 44393.0, 22362.0, 22031.0, 4449.0, 17582.0, 30119.0, 13506.0, 16613.0, 34460.0, 13066.0, 10392.0, 5351.0, 3758.0, 924.0, 508.0, 461.0, 130613.0, 20760.0, 42641.0, 36518.0, 20340.0, 6408.0, 2860.0, 1086.0, 155048.0, 90433.0, 587.0, 89846.0, 83083.0, 6763.0, 64615.0, 89846.0, 83083.0, 2075.0, 3137.0, 4622.0, 2017.0, 10067.0, 4838.0, 2149.0, 2804.0, 8364.0, 23715.0, 10060.0, 6028.0, 3207.0, 58181.0, 0.54, null, null, null, null, null, null, null, null, null, null,903, 62, 2087, 20, 0, 6623, 494, 9204, 121, 0, 400, 1444
Maryland, 2014, Baltimore city, 622793.0, 7694.15, 80.94, 92.05, 11.11, 294080.0, 328713.0, 188819.0, 390044.0, 1565.0, 16984.0, 108.0, 11584.0, 13689.0, 238897.0, 124359.0, 58121.0, 66238.0, 12298.0, 53940.0, 114538.0, 52380.0, 62158.0, 129115.0, 56380.0, 34200.0, 17938.0, 11756.0, 4968.0, 1709.0, 2164.0, 423249.0, 66212.0, 133996.0, 95956.0, 65113.0, 40171.0, 12418.0, 9383.0, 503915.0, 307422.0, 248.0, 307174.0, 270867.0, 36307.0, 196493.0, 307174.0, 270867.0, 694.0, 13488.0, 11409.0, 5760.0, 25511.0, 12590.0, 5337.0, 14269.0, 31695.0, 87466.0, 25848.0, 12874.0, 23926.0, 61533.0, 0.5, 266684.0, 186607.0, 162463.0, 24144.0, 50279.0, 42.0, 1960.0, 17671.0, 2102.0, 8023.0,4213, 213, 6926, 211, 0, 18008, 4486, 29420, 0, 245, 3677, 8346
Maryland, 2014, Frederick city, 68404.0, 3110.63, 21.99, 22.2, 0.21, 32259.0, 36145.0, 44726.0, 14017.0, 268.0, 4553.0, 171.0, 1285.0, 3384.0, 27209.0, 16046.0, 11941.0, 4105.0, 1063.0, 3042.0, 11163.0, 4884.0, 6279.0, 11933.0, 5445.0, 3204.0, 758.0, 1449.0, 355.0, 534.0, 188.0, 48042.0, 4430.0, 8479.0, 15908.0, 10484.0, 5942.0, 1121.0, 1678.0, 54142.0, 39829.0, 222.0, 39607.0, 37844.0, 1763.0, 14313.0, 39607.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 81087.0, 0.39, 37912.0, 32684.0, 28285.0, 4399.0, 1407.0, 0.0, 478.0, 1379.0, 45.0, 1919.0,187, 10, 205, 1, 0, 1312, 39, 1556, 0, 19, 82, 289
Massachusetts, 2014, Boston city, 656051.0, 13589.24, 48.28, 89.64, 41.36, 316075.0, 339976.0, 347662.0, 160952.0, 2337.0, 64034.0, 59.0, 49490.0, 31517.0, 253749.0, 120468.0, 66119.0, 54349.0, 11591.0, 42758.0, 133281.0, 63151.0, 70130.0, 165139.0, 65444.0, 48867.0, 23129.0, 16208.0, 6778.0, 3030.0, 1683.0, 444008.0, 68077.0, 90882.0, 78535.0, 113676.0, 62198.0, 18864.0, 11776.0, 558216.0, 377281.0, 632.0, 376649.0, 345285.0, 31364.0, 180935.0, 376649.0, 345285.0, 176.0, 12031.0, 17445.0, 5024.0, 25324.0, 10353.0, 9188.0, 32776.0, 56413.0, 107106.0, 37282.0, 16591.0, 15576.0, 88403.0, 0.55, 337826.0, 150617.0, 131335.0, 19282.0, 116099.0, 944.0, 8141.0, 48357.0, 2294.0, 11374.0,0, 0, 3, 0, 0, 68, 1, 72, 1, 0, 1, 2
Massachusetts, 2014, Brockton city, 94780.0, 4443.89, 21.33, 21.52, 0.2, 45695.0, 49085.0, 46817.0, 37951.0, 78.0, 1144.0, 176.0, 3244.0, 5370.0, 33006.0, 21695.0, 10514.0, 11181.0, 2610.0, 8571.0, 11311.0, 5260.0, 6051.0, 16457.0, 5603.0, 3585.0, 2636.0, 2216.0, 2030.0, 236.0, 151.0, 62575.0, 11790.0, 21960.0, 19314.0, 6395.0, 2434.0, 370.0, 312.0, 72730.0, 49542.0, 0.0, 49542.0, 44165.0, 5377.0, 23188.0, 49542.0, 44165.0, 275.0, 2313.0, 4056.0, 1503.0, 5627.0, 2170.0, 912.0, 1525.0, 3898.0, 13564.0, 3352.0, 2761.0, 2209.0, 61194.0, 0.47, 43072.0, 37469.0, 32851.0, 4618.0, 3155.0, 76.0, 143.0, 1412.0, 0.0, 817.0,724, 15, 572, 12, 0, 2102, 233, 2907, 65, 0, 192, 993
Massachusetts, 2014, Cambridge city, 109699.0, 17179.63, 6.39, 7.11, 0.72, 51371.0, 58328.0, 75441.0, 11756.0, 119.0, 15569.0, 41.0, 2075.0, 4698.0, 43058.0, 17881.0, 13318.0, 4563.0, 1086.0, 3477.0, 25177.0, 11305.0, 13872.0, 27557.0, 12493.0, 8546.0, 3896.0, 2075.0, 519.0, 0.0, 28.0, 70814.0, 3877.0, 6174.0, 7564.0, 20475.0, 17934.0, 5190.0, 9600.0, 95947.0, 66707.0, 139.0, 66568.0, 63957.0, 2611.0, 29240.0, 66568.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 118897.0, 0.53, 62785.0, 18773.0, 16146.0, 2627.0, 18648.0, 75.0, 4637.0, 15625.0, 282.0, 4745.0,188, 5, 291, 2, 0, 2189, 130, 2610, 22, 0, 90, 302
Massachusetts, 2014, Fall River city, 88705.0, 2677.32, 33.13, 40.25, 7.11, 41896.0, 46809.0, 70903.0, 4835.0, 390.0, 2460.0, 0.0, 6648.0, 3469.0, 39121.0, 23017.0, 12115.0, 10902.0, 2433.0, 8469.0, 16104.0, 6961.0, 9143.0, 25735.0, 10272.0, 7831.0, 3380.0, 2586.0, 1258.0, 285.0, 123.0, 60607.0, 18663.0, 19780.0, 14253.0, 5667.0, 2051.0, 115.0, 78.0, 73115.0, 44149.0, 43.0, 44106.0, 39516.0, 4590.0, 28966.0, 44106.0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, 46250.0, 0.44, null, null, null, null, null, null, null, null, null, null,737, 35, 529, 1, 0, 1464, 198, 2191, 78, 0, 222, 1038
